,OECD전체,미국,한국
2014년 3월,100.5,100.3,100.9
2014년 4월,100.5,100.4,100.9
2014년 5월,100.5,100.5,100.9
2014년 6월,100.5,100.6,100.9
2014년 7월,100.5,100.6,100.9
