,OECD전체,미국,한국
2012년 12월,100.1,100.7,100.2
2013년 1월,100.3,100.8,100.4
2013년 2월,100.4,100.9,100.6
2013년 3월,100.5,101,100.8
2013년 4월,100.6,101,101
