,OECD전체,미국,한국
2018년 2월,100.1,100.1,100.1
2018년 3월,100,100.1,99.9
2018년 4월,100,100.1,99.7
2018년 5월,99.9,100,99.5
2018년 6월,99.8,100,99.2
