,OECD전체,미국,한국
2016년 7월,99.7,99,100.7
2016년 8월,99.7,99.1,100.7
2016년 9월,99.7,99.1,100.8
2016년 10월,99.8,99.2,100.8
2016년 11월,99.8,99.3,100.8
