,OECD전체,미국,한국
2011년 3월,103,103.4,100.8
2011년 4월,102.8,103.4,100.6
2011년 5월,102.5,103.2,100.2
2011년 6월,102.1,102.8,99.8
2011년 7월,101.6,102.2,99.4
,,,
