,OECD전체,미국,한국
2010년 8월,102.1,101.4,102.4
2010년 9월,102.2,101.5,101.8
2010년 10월,102.3,101.8,101.2
2010년 11월,102.5,102.1,100.6
2010년 12월,102.8,102.5,100
