,OECD전체,미국,한국
2011년 9월,100.1,100.4,98.8
2011년 10월,100,100.6,98.5
2011년 11월,100.2,101.1,98.4
2011년 12월,100.5,101.8,98.5
2012년 1월,100.9,102.5,98.8
