,OECD전체,미국,한국
2014년 6월,100.4,100.4,100.7
2014년 7월,100.4,100.4,100.8
2014년 8월,100.3,100.4,100.8
2014년 9월,100.4,100.4,100.9
2014년 10월,100.4,100.4,101
