,OECD전체,미국,한국
2012년 2월,100.4,101,99.5
2012년 3월,100.4,101.1,99.8
2012년 4월,100.4,101.1,100.1
2012년 5월,100.4,101,100.3
2012년 6월,100.3,100.9,100.6
