,OECD전체,미국,한국
2011년 11월,100,100.3,99.3
2011년 12월,100.1,100.6,99.3
2012년 1월,100.3,100.9,99.5
2012년 2월,100.4,101.1,99.7
2012년 3월,100.5,101.3,100
,,,
