,OECD전체,미국,한국
2007년 12월,99.1,99.8,99.7
2008년 1월,98.8,99.3,101.6
2008년 2월,98.6,98.9,103.5
2008년 3월,98.1,98.2,103.1
2008년 4월,97.9,97.9,101.8
