,OECD전체,미국,한국
2008년 6월,98.5,98,98.5
2008년 7월,97.8,97.4,97.5
2008년 8월,97,96.5,96.7
2008년 9월,96,95.4,95.4
2008년 10월,95,94.2,94.3
