,OECD전체,미국,한국
2015년 1월,100.3,100,101.6
2015년 2월,100.2,99.9,101.7
2015년 3월,100.2,99.7,101.7
2015년 4월,100.1,99.6,101.7
2015년 5월,100,99.5,101.6
