,OECD전체,미국,한국
2013년 7월,100.4,100.7,100.9
2013년 8월,100.5,100.8,100.9
2013년 9월,100.6,100.8,100.9
2013년 10월,100.7,100.9,100.9
2013년 11월,100.9,101,101
