,OECD전체,미국,한국
2020년 6월,96.9,96,99.7
2020년 7월,98.1,97.4,99.9
2020년 8월,98.6,98.1,100.2
2020년 9월,98.8,98.5,100.4
2020년 10월,99,98.8,100.5
