,OECD전체,미국,한국
2010년 10월,102,101.5,100.3
2010년 11월,102.3,102,100.2
2010년 12월,102.6,102.5,100.1
2011년 1월,103,102.9,100.1
2011년 2월,103.2,103.2,100.2
