,OECD전체,미국,한국
2010년 12월,102.5,102.2,100.5
2011년 1월,102.8,102.7,100.5
2011년 2월,102.9,103.1,100.5
2011년 3월,103,103.3,100.5
2011년 4월,103,103.4,100.5
