,OECD전체,미국,한국
2014년 11월,100.3,100.3,101
2014년 12월,100.3,100.1,101.3
2015년 1월,100.2,100,101.6
2015년 2월,100.2,99.8,101.8
2015년 3월,100.1,99.6,102
