,OECD전체,미국,한국
2013년 12월,100.6,100.5,100.8
2014년 1월,100.6,100.5,100.9
2014년 2월,100.6,100.5,101
2014년 3월,100.6,100.5,101
2014년 4월,100.6,100.5,101
