,OECD전체,미국,한국
2011년 1월,102.8,102.6,100.7
2011년 2월,102.9,103,100.6
2011년 3월,102.9,103.3,100.4
2011년 4월,102.8,103.4,100.2
2011년 5월,102.5,103.4,99.8
