,OECD전체,미국,한국
2017년 4월,100,99.7,100.7
2017년 5월,100,99.7,100.7
2017년 6월,100,99.7,100.6
2017년 7월,100.1,99.7,100.5
2017년 8월,100.1,99.7,100.3
