,OECD전체,미국,한국
2013년 4월,100.3,100.7,100.8
2013년 5월,100.4,100.8,101
2013년 6월,100.5,100.9,101.1
2013년 7월,100.5,100.9,101.2
2013년 8월,100.6,100.9,101.2
