,OECD전체,미국,한국
2014년 12월,100.3,100.1,101.3
2015년 1월,100.2,100,101.5
2015년 2월,100.2,99.8,101.7
2015년 3월,100.1,99.7,101.8
2015년 4월,100.1,99.5,101.8
