,OECD전체,미국,한국
2016년 4월,99.7,99.2,100.8
2016년 5월,99.7,99.1,100.8
2016년 6월,99.7,99.1,100.8
2016년 7월,99.7,99.1,100.8
2016년 8월,99.7,99,100.8
