,OECD전체,미국,한국
2018년 9월,99.7,100,99
2018년 10월,99.5,99.8,98.9
2018년 11월,99.4,99.5,98.9
2018년 12월,99.2,99.3,98.9
2019년 1월,99.1,99,99
