,OECD전체,미국,한국
2013년 1월,100.2,100.7,100.4
2013년 2월,100.3,100.8,100.6
2013년 3월,100.5,100.9,100.8
2013년 4월,100.5,101,101
2013년 5월,100.6,101,101.2
