,OECD전체,미국,한국
2008년 8월,97.7,97.3,96.4
2008년 9월,96.5,95.9,95.5
2008년 10월,95.3,94.3,95.1
2008년 11월,94,92.7,95
2008년 12월,92.9,91.3,95.3
