,OECD전체,미국,한국
2013년 3월,100.3,100.7,100.6
2013년 4월,100.4,100.8,100.8
2013년 5월,100.5,100.9,101.1
2013년 6월,100.6,101,101.3
2013년 7월,100.7,101.1,101.4
