,OECD전체,미국,한국
2019년 11월,99.4,99.1,99.5
2019년 12월,99.5,99.2,99.6
2020년 1월,99.5,99.4,99.6
2020년 2월,99.6,99.5,99.5
2020년 3월,98.8,98.9,99.3
