,OECD전체,미국,한국
2020년 3월,97.7,97.7,99.5
2020년 4월,93.3,92.6,99.5
2020년 5월,95,94.2,99.6
2020년 6월,97,96,99.7
2020년 7월,98,97.5,99.9
