,OECD전체,미국,한국
2018년 8월,99.8,100.1,99.5
2018년 9월,99.6,99.9,99.3
2018년 10월,99.5,99.8,99.2
2018년 11월,99.3,99.6,99.2
2018년 12월,99.2,99.4,99.2
