,OECD전체,미국,한국
2012년 3월,100.4,100.9,99.8
2012년 4월,100.4,101,100.1
2012년 5월,100.3,100.9,100.2
2012년 6월,100.3,100.9,100.4
2012년 7월,100.2,100.8,100.5
