,OECD전체,미국,한국
2017년 10월,100.1,99.8,100.3
2017년 11월,100.2,99.8,100.1
2017년 12월,100.2,99.9,100
2018년 1월,100.1,100,99.8
2018년 2월,100.1,100.1,99.8
