,OECD전체,미국,한국
2015년 11월,99.8,99.3,101
2015년 12월,99.8,99.1,101
2016년 1월,99.7,99,101
2016년 2월,99.7,98.9,101.1
2016년 3월,99.6,98.8,101.1
