,OECD전체,미국,한국
2017년 8월,100.1,99.7,100.5
2017년 9월,100.1,99.8,100.3
2017년 10월,100.1,99.8,100.1
2017년 11월,100.2,99.8,99.9
2017년 12월,100.2,99.8,99.6
