,OECD전체,미국,한국
2008년 1월,98.8,99.2,100.7
2008년 2월,98.6,98.9,101.7
2008년 3월,98.1,98.3,101.4
2008년 4월,97.7,98.1,100.9
2008년 5월,97.2,97.7,99.2
