,OECD전체,미국,한국
2012년 1월,100.3,101,99.4
2012년 2월,100.4,101.1,99.6
2012년 3월,100.4,101.2,99.9
2012년 4월,100.4,101.1,100.1
2012년 5월,100.3,100.9,100.4
