,OECD전체,미국,한국
2012년 5월,100.3,100.9,100.2
2012년 6월,100.3,100.8,100.3
2012년 7월,100.2,100.8,100.4
2012년 8월,100.2,100.8,100.4
2012년 9월,100.2,100.9,100.5
