,OECD전체,미국,한국
2012년 11월,100.1,100.7,100.1
2012년 12월,100.2,100.8,100.3
2013년 1월,100.3,101,100.5
2013년 2월,100.4,101.1,100.8
2013년 3월,100.5,101.1,101
