,OECD전체,미국,한국
2012년 7월,100.1,100.6,100.2
2012년 8월,100.1,100.6,100.3
2012년 9월,100.1,100.7,100.4
2012년 10월,100.2,100.8,100.5
2012년 11월,100.2,101,100.7
