,OECD전체,미국,한국
2011년 10월,100,100.1,99.3
2011년 11월,100.1,100.4,99.3
2011년 12월,100.2,100.7,99.3
2012년 1월,100.3,101,99.4
2012년 2월,100.5,101.3,99.6
