,OECD전체,미국,한국
2020년 5월,94.8,94.4,99.6
2020년 6월,97,96.2,99.7
2020년 7월,98.1,97.6,99.9
2020년 8월,98.5,98.2,100.1
2020년 9월,98.8,98.6,100.3
