,OECD전체,미국,한국
2019년 2월,99.3,99.3,99.2
2019년 3월,99.2,99.2,99.1
2019년 4월,99.2,99,99
2019년 5월,99.1,98.9,98.9
2019년 6월,99.1,98.8,98.8
