,OECD전체,미국,한국
2010년 9월,101.9,101.1,101.4
2010년 10월,102.1,101.5,101
2010년 11월,102.4,101.9,100.7
2010년 12월,102.8,102.5,100.6
2011년 1월,103.1,103.2,100.7
