,OECD전체,미국,한국
2020년 4월,93.2,92.6,99.5
2020년 5월,94.8,94.1,99.6
2020년 6월,96.9,95.8,99.7
2020년 7월,98,97.2,99.9
2020년 8월,98.3,97.6,100.2
