,OECD전체,미국,한국
2011년 6월,101.8,102.2,100.31
2011년 7월,101.3,101.8,99.7
2011년 8월,100.8,101.3,99
2011년 9월,100.4,101,98.4
2011년 10월,100.1,100.9,97.8
