,OECD전체,미국,한국
2012년 9월,100,100.6,100.1
2012년 10월,100.1,100.7,100.3
2012년 11월,100.2,100.8,100.6
2012년 12월,100.3,100.9,100.8
2013년 1월,100.4,100.9,101.1
