,OECD전체,미국,한국
2011년 1월,102.7,,100.7
2011년 2월,102.9,,100.6
2011년 3월,102.9,,100.4
2011년 4월,102.8,,100.2
2011년 5월,102.5,103.2,100
2011년 6월,102.2,103.1,99.8
