Date,USDSGD Curncy
2009-10-28,1.4037
2009-10-29,1.3976
2009-10-30,1.4004
2009-11-02,1.4002
2009-11-03,1.3997
2009-11-04,1.3956
2009-11-05,1.3955
2009-11-06,1.3928
2009-11-09,1.3864
2009-11-10,1.388
2009-11-11,1.3869
2009-11-12,1.3901
2009-11-13,1.3858
2009-11-16,1.3843
2009-11-17,1.3852
2009-11-18,1.3835
2009-11-19,1.3882
2009-11-20,1.3888
2009-11-23,1.3855
2009-11-24,1.3854
2009-11-25,1.3795
2009-11-26,1.3848
2009-11-27,1.3882
2009-11-30,1.3842
2009-12-01,1.3805
2009-12-02,1.3803
2009-12-03,1.3819
2009-12-04,1.3889
2009-12-07,1.3895
2009-12-08,1.3942
2009-12-09,1.3919
2009-12-10,1.3895
2009-12-11,1.3917
2009-12-14,1.3905
2009-12-15,1.3957
2009-12-16,1.3972
2009-12-17,1.4036
2009-12-18,1.4028
2009-12-21,1.4063
2009-12-22,1.407
2009-12-23,1.4079
2009-12-24,1.4063
2009-12-25,1.4066
2009-12-28,1.4052
2009-12-29,1.4051
2009-12-30,1.405
2009-12-31,1.4049
2010-01-01,1.4038
2010-01-04,1.3988
2010-01-05,1.3978
2010-01-06,1.3957
2010-01-07,1.3986
2010-01-08,1.3945
2010-01-11,1.3875
2010-01-12,1.3907
2010-01-13,1.3893
2010-01-14,1.3876
2010-01-15,1.3908
2010-01-18,1.3899
2010-01-19,1.3916
2010-01-20,1.4009
2010-01-21,1.4048
2010-01-22,1.4046
2010-01-25,1.3988
2010-01-26,1.4038
2010-01-27,1.4045
2010-01-28,1.4048
2010-01-29,1.4073
2010-02-01,1.4102
2010-02-02,1.4087
2010-02-03,1.4129
2010-02-04,1.4216
2010-02-05,1.4223
2010-02-08,1.4241
2010-02-09,1.4168
2010-02-10,1.418
2010-02-11,1.4124
2010-02-12,1.4117
2010-02-15,1.4133
2010-02-16,1.4045
2010-02-17,1.4073
2010-02-18,1.4106
2010-02-19,1.4118
2010-02-22,1.4098
2010-02-23,1.4109
2010-02-24,1.4103
2010-02-25,1.4093
2010-02-26,1.4064
2010-03-01,1.4059
2010-03-02,1.4033
2010-03-03,1.3995
2010-03-04,1.4014
2010-03-05,1.4017
2010-03-08,1.3996
2010-03-09,1.4
2010-03-10,1.3987
2010-03-11,1.3979
2010-03-12,1.3942
2010-03-15,1.3971
2010-03-16,1.3951
2010-03-17,1.3927
2010-03-18,1.3954
2010-03-19,1.3986
2010-03-22,1.4016
2010-03-23,1.4007
2010-03-24,1.4063
2010-03-25,1.4079
2010-03-26,1.4036
2010-03-29,1.3991
2010-03-30,1.3996
2010-03-31,1.399
2010-04-01,1.3971
2010-04-02,1.4004
2010-04-05,1.3972
2010-04-06,1.3963
2010-04-07,1.3957
2010-04-08,1.3946
2010-04-09,1.3898
2010-04-12,1.391
2010-04-13,1.3929
2010-04-14,1.3732
2010-04-15,1.3741
2010-04-16,1.3756
2010-04-19,1.3782
2010-04-20,1.3751
2010-04-21,1.3727
2010-04-22,1.3729
2010-04-23,1.3704
2010-04-26,1.3671
2010-04-27,1.3737
2010-04-28,1.3736
2010-04-29,1.3696
2010-04-30,1.3707
2010-05-03,1.3707
2010-05-04,1.3811
2010-05-05,1.3922
2010-05-06,1.4031
2010-05-07,1.3959
2010-05-10,1.3811
2010-05-11,1.3797
2010-05-12,1.38
2010-05-13,1.3833
2010-05-14,1.388
2010-05-17,1.3895
2010-05-18,1.3958
2010-05-19,1.3982
2010-05-20,1.4075
2010-05-21,1.4057
2010-05-24,1.4081
2010-05-25,1.413
2010-05-26,1.4107
2010-05-27,1.4009
2010-05-28,1.4051
2010-05-31,1.3997
2010-06-01,1.413
2010-06-02,1.4035
2010-06-03,1.4073
2010-06-04,1.4133
2010-06-07,1.4179
2010-06-08,1.4142
2010-06-09,1.4157
2010-06-10,1.4022
2010-06-11,1.4018
2010-06-14,1.3969
2010-06-15,1.3905
2010-06-16,1.3932
2010-06-17,1.3923
2010-06-18,1.3705
2010-06-21,1.377
2010-06-22,1.385
2010-06-23,1.3878
2010-06-24,1.3926
2010-06-25,1.3868
2010-06-28,1.3861
2010-06-29,1.4029
2010-06-30,1.3994
2010-07-01,1.394
2010-07-02,1.3918
2010-07-05,1.3925
2010-07-06,1.3854
2010-07-07,1.3836
2010-07-08,1.3795
2010-07-09,1.3815
2010-07-12,1.3832
2010-07-13,1.3757
2010-07-14,1.3741
2010-07-15,1.3734
2010-07-16,1.3765
2010-07-19,1.3772
2010-07-20,1.3742
2010-07-21,1.3788
2010-07-22,1.3728
2010-07-23,1.3703
2010-07-26,1.3597
2010-07-27,1.3627
2010-07-28,1.3678
2010-07-29,1.3636
2010-07-30,1.3603
2010-08-02,1.3484
2010-08-03,1.3504
2010-08-04,1.3523
2010-08-05,1.354
2010-08-06,1.3465
2010-08-09,1.3479
2010-08-10,1.3546
2010-08-11,1.3656
2010-08-12,1.3615
2010-08-13,1.3629
2010-08-16,1.3615
2010-08-17,1.354
2010-08-18,1.352
2010-08-19,1.3545
2010-08-20,1.3562
2010-08-23,1.3575
2010-08-24,1.3619
2010-08-25,1.3583
2010-08-26,1.3553
2010-08-27,1.3531
2010-08-30,1.356
2010-08-31,1.3558
2010-09-01,1.3467
2010-09-02,1.3458
2010-09-03,1.3433
2010-09-06,1.3453
2010-09-07,1.3497
2010-09-08,1.344
2010-09-09,1.343
2010-09-10,1.34
2010-09-13,1.3362
2010-09-14,1.3331
2010-09-15,1.3377
2010-09-16,1.3378
2010-09-17,1.3363
2010-09-20,1.3337
2010-09-21,1.3301
2010-09-22,1.3257
2010-09-23,1.3282
2010-09-24,1.322
2010-09-27,1.3205
2010-09-28,1.3167
2010-09-29,1.3166
2010-09-30,1.3164
2010-10-01,1.3127
2010-10-04,1.3143
2010-10-05,1.3088
2010-10-06,1.3076
2010-10-07,1.3068
2010-10-08,1.3066
2010-10-11,1.3072
2010-10-12,1.3054
2010-10-13,1.3032
2010-10-14,1.2949
2010-10-15,1.2958
2010-10-18,1.2987
2010-10-19,1.3131
2010-10-20,1.3027
2010-10-21,1.302
2010-10-22,1.2967
2010-10-25,1.2929
2010-10-26,1.2967
2010-10-27,1.3034
2010-10-28,1.2957
2010-10-29,1.2936
2010-11-01,1.2918
2010-11-02,1.2881
2010-11-03,1.2858
2010-11-04,1.2822
2010-11-05,1.2855
2010-11-08,1.288
2010-11-09,1.2904
2010-11-10,1.2882
2010-11-11,1.2893
2010-11-12,1.2976
2010-11-15,1.3031
2010-11-16,1.305
2010-11-17,1.3014
2010-11-18,1.2959
2010-11-19,1.2958
2010-11-22,1.2971
2010-11-23,1.3146
2010-11-24,1.3099
2010-11-25,1.3067
2010-11-26,1.3194
2010-11-29,1.319
2010-11-30,1.3202
2010-12-01,1.3102
2010-12-02,1.3067
2010-12-03,1.3027
2010-12-06,1.3052
2010-12-07,1.3107
2010-12-08,1.3141
2010-12-09,1.3105
2010-12-10,1.3071
2010-12-13,1.3032
2010-12-14,1.3026
2010-12-15,1.3178
2010-12-16,1.314
2010-12-17,1.3139
2010-12-20,1.3168
2010-12-21,1.312
2010-12-22,1.3068
2010-12-23,1.3056
2010-12-24,1.2989
2010-12-27,1.2992
2010-12-28,1.2998
2010-12-29,1.2922
2010-12-30,1.2883
2010-12-31,1.2834
2011-01-03,1.2848
2011-01-04,1.287
2011-01-05,1.2924
2011-01-06,1.295
2011-01-07,1.2941
2011-01-10,1.2977
2011-01-11,1.2932
2011-01-12,1.2871
2011-01-13,1.2855
2011-01-14,1.2879
2011-01-17,1.2874
2011-01-18,1.2826
2011-01-19,1.283
2011-01-20,1.2879
2011-01-21,1.2836
2011-01-24,1.281
2011-01-25,1.2795
2011-01-26,1.2789
2011-01-27,1.2786
2011-01-28,1.2852
2011-01-31,1.2795
2011-02-01,1.2709
2011-02-02,1.2722
2011-02-03,1.2743
2011-02-04,1.275
2011-02-07,1.2733
2011-02-08,1.2735
2011-02-09,1.2741
2011-02-10,1.2781
2011-02-11,1.2828
2011-02-14,1.281
2011-02-15,1.281
2011-02-16,1.2789
2011-02-17,1.2758
2011-02-18,1.2737
2011-02-21,1.2752
2011-02-22,1.2808
2011-02-23,1.2773
2011-02-24,1.2771
2011-02-25,1.2726
2011-02-28,1.2716
2011-03-01,1.2736
2011-03-02,1.2692
2011-03-03,1.2679
2011-03-04,1.267
2011-03-07,1.2658
2011-03-08,1.2676
2011-03-09,1.2681
2011-03-10,1.2725
2011-03-11,1.2675
2011-03-14,1.2673
2011-03-15,1.2824
2011-03-16,1.2826
2011-03-17,1.2781
2011-03-18,1.2727
2011-03-21,1.2661
2011-03-22,1.2635
2011-03-23,1.2655
2011-03-24,1.2606
2011-03-25,1.261
2011-03-28,1.2628
2011-03-29,1.2612
2011-03-30,1.2618
2011-03-31,1.2605
2011-04-01,1.2602
2011-04-04,1.2603
2011-04-05,1.2606
2011-04-06,1.2601
2011-04-07,1.2604
2011-04-08,1.2571
2011-04-11,1.2564
2011-04-12,1.2562
2011-04-13,1.2566
2011-04-14,1.2466
2011-04-15,1.2433
2011-04-18,1.2469
2011-04-19,1.2433
2011-04-20,1.2381
2011-04-21,1.2351
2011-04-22,1.2346
2011-04-25,1.2362
2011-04-26,1.232
2011-04-27,1.2297
2011-04-28,1.2274
2011-04-29,1.2244
2011-05-02,1.2232
2011-05-03,1.2283
2011-05-04,1.2316
2011-05-05,1.2413
2011-05-06,1.2393
2011-05-09,1.2312
2011-05-10,1.2316
2011-05-11,1.2366
2011-05-12,1.2386
2011-05-13,1.2452
2011-05-16,1.2508
2011-05-17,1.2457
2011-05-18,1.2401
2011-05-19,1.237
2011-05-20,1.2384
2011-05-23,1.2489
2011-05-24,1.2474
2011-05-25,1.2479
2011-05-26,1.2426
2011-05-27,1.2362
2011-05-30,1.2354
2011-05-31,1.2334
2011-06-01,1.2392
2011-06-02,1.233
2011-06-03,1.2293
2011-06-06,1.2305
2011-06-07,1.2272
2011-06-08,1.2339
2011-06-09,1.2323
2011-06-10,1.2375
2011-06-13,1.2362
2011-06-14,1.2305
2011-06-15,1.2379
2011-06-16,1.2414
2011-06-17,1.2339
2011-06-20,1.2363
2011-06-21,1.2324
2011-06-22,1.2329
2011-06-23,1.2363
2011-06-24,1.2386
2011-06-27,1.2419
2011-06-28,1.2384
2011-06-29,1.2332
2011-06-30,1.2285
2011-07-01,1.2266
2011-07-04,1.2257
2011-07-05,1.2277
2011-07-06,1.228
2011-07-07,1.2223
2011-07-08,1.2199
2011-07-11,1.2272
2011-07-12,1.2252
2011-07-13,1.218
2011-07-14,1.2175
2011-07-15,1.2193
2011-07-18,1.2164
2011-07-19,1.2155
2011-07-20,1.2141
2011-07-21,1.2102
2011-07-22,1.2086
2011-07-25,1.2079
2011-07-26,1.203
2011-07-27,1.2038
2011-07-28,1.2021
2011-07-29,1.2039
2011-08-01,1.2016
2011-08-02,1.2062
2011-08-03,1.2053
2011-08-04,1.2244
2011-08-05,1.2172
2011-08-08,1.2228
2011-08-09,1.2091
2011-08-10,1.2205
2011-08-11,1.2095
2011-08-12,1.2122
2011-08-15,1.2011
2011-08-16,1.2008
2011-08-17,1.2015
2011-08-18,1.2165
2011-08-19,1.2101
2011-08-22,1.2092
2011-08-23,1.2043
2011-08-24,1.2066
2011-08-25,1.2112
2011-08-26,1.203
2011-08-29,1.205
2011-08-30,1.2061
2011-08-31,1.2044
2011-09-01,1.2044
2011-09-02,1.2037
2011-09-05,1.2079
2011-09-06,1.211
2011-09-07,1.2077
2011-09-08,1.2156
2011-09-09,1.2283
2011-09-12,1.2348
2011-09-13,1.2402
2011-09-14,1.2446
2011-09-15,1.2415
2011-09-16,1.2409
2011-09-19,1.2606
2011-09-20,1.2601
2011-09-21,1.2942
2011-09-22,1.3042
2011-09-23,1.2979
2011-09-26,1.2937
2011-09-27,1.2835
2011-09-28,1.2962
2011-09-29,1.2966
2011-09-30,1.3073
2011-10-03,1.3195
2011-10-04,1.308
2011-10-05,1.3035
2011-10-06,1.2981
2011-10-07,1.2974
2011-10-10,1.2751
2011-10-11,1.2838
2011-10-12,1.277
2011-10-13,1.2773
2011-10-14,1.2656
2011-10-17,1.2739
2011-10-18,1.2663
2011-10-19,1.2678
2011-10-20,1.2747
2011-10-21,1.273
2011-10-24,1.2633
2011-10-25,1.2638
2011-10-26,1.2707
2011-10-27,1.2408
2011-10-28,1.242
2011-10-31,1.2545
2011-11-01,1.2752
2011-11-02,1.2744
2011-11-03,1.2639
2011-11-04,1.2654
2011-11-07,1.2685
2011-11-08,1.2653
2011-11-09,1.2889
2011-11-10,1.2908
2011-11-11,1.2799
2011-11-14,1.2887
2011-11-15,1.2918
2011-11-16,1.2962
2011-11-17,1.2974
2011-11-18,1.2996
2011-11-21,1.304
2011-11-22,1.3018
2011-11-23,1.3106
2011-11-24,1.3082
2011-11-25,1.3133
2011-11-28,1.302
2011-11-29,1.2977
2011-11-30,1.2816
2011-12-01,1.2819
2011-12-02,1.2857
2011-12-05,1.2818
2011-12-06,1.2839
2011-12-07,1.2831
2011-12-08,1.2962
2011-12-09,1.2929
2011-12-12,1.3004
2011-12-13,1.3057
2011-12-14,1.3098
2011-12-15,1.3076
2011-12-16,1.3056
2011-12-19,1.3084
2011-12-20,1.2975
2011-12-21,1.2957
2011-12-22,1.2934
2011-12-23,1.2924
2011-12-26,1.292
2011-12-27,1.2956
2011-12-28,1.2985
2011-12-29,1.2995
2011-12-30,1.2966
2012-01-02,1.2971
2012-01-03,1.2836
2012-01-04,1.2874
2012-01-05,1.2917
2012-01-06,1.2943
2012-01-09,1.2954
2012-01-10,1.2888
2012-01-11,1.291
2012-01-12,1.29
2012-01-13,1.2928
2012-01-16,1.2916
2012-01-17,1.2854
2012-01-18,1.2773
2012-01-19,1.2718
2012-01-20,1.2719
2012-01-23,1.2679
2012-01-24,1.268
2012-01-25,1.2621
2012-01-26,1.2577
2012-01-27,1.2514
2012-01-30,1.2574
2012-01-31,1.2583
2012-02-01,1.2509
2012-02-02,1.2471
2012-02-03,1.2418
2012-02-06,1.2485
2012-02-07,1.2461
2012-02-08,1.2464
2012-02-09,1.2483
2012-02-10,1.2615
2012-02-13,1.2556
2012-02-14,1.2636
2012-02-15,1.2638
2012-02-16,1.2608
2012-02-17,1.2588
2012-02-20,1.2529
2012-02-21,1.2574
2012-02-22,1.2583
2012-02-23,1.2543
2012-02-24,1.2557
2012-02-27,1.2557
2012-02-28,1.2512
2012-02-29,1.2518
2012-03-01,1.25
2012-03-02,1.2522
2012-03-05,1.2578
2012-03-06,1.2641
2012-03-07,1.2577
2012-03-08,1.251
2012-03-09,1.2544
2012-03-12,1.2604
2012-03-13,1.2585
2012-03-14,1.2681
2012-03-15,1.2626
2012-03-16,1.2575
2012-03-19,1.2553
2012-03-20,1.2643
2012-03-21,1.2638
2012-03-22,1.2662
2012-03-23,1.261
2012-03-26,1.2573
2012-03-27,1.2576
2012-03-28,1.2576
2012-03-29,1.2588
2012-03-30,1.2577
2012-04-02,1.2533
2012-04-03,1.2552
2012-04-04,1.2593
2012-04-05,1.2597
2012-04-06,1.2607
2012-04-09,1.2618
2012-04-10,1.2625
2012-04-11,1.258
2012-04-12,1.2542
2012-04-13,1.2482
2012-04-16,1.2482
2012-04-17,1.2486
2012-04-18,1.2509
2012-04-19,1.2521
2012-04-20,1.2484
2012-04-23,1.2475
2012-04-24,1.2462
2012-04-25,1.2439
2012-04-26,1.2408
2012-04-27,1.2376
2012-04-30,1.2372
2012-05-01,1.2358
2012-05-02,1.2393
2012-05-03,1.244
2012-05-04,1.2447
2012-05-07,1.2459
2012-05-08,1.2476
2012-05-09,1.2528
2012-05-10,1.2506
2012-05-11,1.2529
2012-05-14,1.2583
2012-05-15,1.2615
2012-05-16,1.2686
2012-05-17,1.2723
2012-05-18,1.2752
2012-05-21,1.2694
2012-05-22,1.2739
2012-05-23,1.2777
2012-05-24,1.2773
2012-05-25,1.2816
2012-05-28,1.2769
2012-05-29,1.2784
2012-05-30,1.2886
2012-05-31,1.2886
2012-06-01,1.2926
2012-06-04,1.2872
2012-06-05,1.2864
2012-06-06,1.2747
2012-06-07,1.2773
2012-06-08,1.2832
2012-06-11,1.2863
2012-06-12,1.2817
2012-06-13,1.2833
2012-06-14,1.2778
2012-06-15,1.2708
2012-06-18,1.2697
2012-06-19,1.2668
2012-06-20,1.2687
2012-06-21,1.2786
2012-06-22,1.2769
2012-06-25,1.2815
2012-06-26,1.277
2012-06-27,1.2764
2012-06-28,1.2802
2012-06-29,1.2651
2012-07-02,1.2671
2012-07-03,1.2632
2012-07-04,1.2659
2012-07-05,1.2645
2012-07-06,1.2722
2012-07-09,1.2691
2012-07-10,1.269
2012-07-11,1.2637
2012-07-12,1.2695
2012-07-13,1.2649
2012-07-16,1.2641
2012-07-17,1.2604
2012-07-18,1.2574
2012-07-19,1.2536
2012-07-20,1.256
2012-07-23,1.2614
2012-07-24,1.2626
2012-07-25,1.2556
2012-07-26,1.2508
2012-07-27,1.2475
2012-07-30,1.2462
2012-07-31,1.2449
2012-08-01,1.2476
2012-08-02,1.2487
2012-08-03,1.242
2012-08-06,1.241
2012-08-07,1.2422
2012-08-08,1.2454
2012-08-09,1.2448
2012-08-10,1.2442
2012-08-13,1.2458
2012-08-14,1.2466
2012-08-15,1.2498
2012-08-16,1.2497
2012-08-17,1.2536
2012-08-20,1.2532
2012-08-21,1.2506
2012-08-22,1.2477
2012-08-23,1.2476
2012-08-24,1.2506
2012-08-27,1.2523
2012-08-28,1.2529
2012-08-29,1.2538
2012-08-30,1.2528
2012-08-31,1.2474
2012-09-03,1.2454
2012-09-04,1.247
2012-09-05,1.2478
2012-09-06,1.2427
2012-09-07,1.2358
2012-09-10,1.2369
2012-09-11,1.2295
2012-09-12,1.2295
2012-09-13,1.225
2012-09-14,1.2202
2012-09-17,1.2243
2012-09-18,1.2254
2012-09-19,1.2242
2012-09-20,1.2239
2012-09-21,1.2248
2012-09-24,1.2278
2012-09-25,1.2288
2012-09-26,1.2318
2012-09-27,1.2265
2012-09-28,1.2274
2012-10-01,1.2292
2012-10-02,1.2306
2012-10-03,1.2317
2012-10-04,1.2284
2012-10-05,1.2295
2012-10-08,1.2298
2012-10-09,1.2308
2012-10-10,1.2305
2012-10-11,1.2278
2012-10-12,1.2222
2012-10-15,1.2218
2012-10-16,1.2196
2012-10-17,1.2163
2012-10-18,1.2189
2012-10-19,1.2217
2012-10-22,1.2217
2012-10-23,1.2251
2012-10-24,1.2219
2012-10-25,1.2216
2012-10-26,1.2206
2012-10-29,1.2215
2012-10-30,1.2191
2012-10-31,1.2201
2012-11-01,1.22
2012-11-02,1.2248
2012-11-05,1.2247
2012-11-06,1.2225
2012-11-07,1.2225
2012-11-08,1.2249
2012-11-09,1.2244
2012-11-12,1.2228
2012-11-13,1.2228
2012-11-14,1.2232
2012-11-15,1.2237
2012-11-16,1.2272
2012-11-19,1.2235
2012-11-20,1.2248
2012-11-21,1.2247
2012-11-22,1.225
2012-11-23,1.2228
2012-11-26,1.2214
2012-11-27,1.2229
2012-11-28,1.2224
2012-11-29,1.2206
2012-11-30,1.2202
2012-12-03,1.2187
2012-12-04,1.2177
2012-12-05,1.2193
2012-12-06,1.2198
2012-12-07,1.2209
2012-12-10,1.2215
2012-12-11,1.2213
2012-12-12,1.221
2012-12-13,1.2214
2012-12-14,1.2193
2012-12-17,1.2194
2012-12-18,1.2171
2012-12-19,1.2185
2012-12-20,1.2183
2012-12-21,1.2208
2012-12-24,1.2208
2012-12-25,1.2213
2012-12-26,1.2241
2012-12-27,1.2228
2012-12-28,1.2239
2012-12-31,1.2218
2013-01-01,1.2211
2013-01-02,1.2205
2013-01-03,1.226
2013-01-04,1.2272
2013-01-07,1.229
2013-01-08,1.2292
2013-01-09,1.227
2013-01-10,1.2224
2013-01-11,1.225
2013-01-14,1.2258
2013-01-15,1.2262
2013-01-16,1.224
2013-01-17,1.2236
2013-01-18,1.2277
2013-01-21,1.2282
2013-01-22,1.2272
2013-01-23,1.2271
2013-01-24,1.2291
2013-01-25,1.2347
2013-01-28,1.238
2013-01-29,1.2338
2013-01-30,1.236
2013-01-31,1.2375
2013-02-01,1.2406
2013-02-04,1.2388
2013-02-05,1.2368
2013-02-06,1.239
2013-02-07,1.2397
2013-02-08,1.2382
2013-02-11,1.2417
2013-02-12,1.239
2013-02-13,1.2368
2013-02-14,1.2347
2013-02-15,1.2371
2013-02-18,1.2404
2013-02-19,1.2361
2013-02-20,1.2394
2013-02-21,1.242
2013-02-22,1.2374
2013-02-25,1.2395
2013-02-26,1.2389
2013-02-27,1.2365
2013-02-28,1.2385
2013-03-01,1.2404
2013-03-04,1.2456
2013-03-05,1.2457
2013-03-06,1.2486
2013-03-07,1.2444
2013-03-08,1.2477
2013-03-11,1.2485
2013-03-12,1.2465
2013-03-13,1.2493
2013-03-14,1.2496
2013-03-15,1.2475
2013-03-18,1.2494
2013-03-19,1.251
2013-03-20,1.2513
2013-03-21,1.2496
2013-03-22,1.2482
2013-03-25,1.2437
2013-03-26,1.2407
2013-03-27,1.2426
2013-03-28,1.2404
2013-03-29,1.2403
2013-04-01,1.2401
2013-04-02,1.2396
2013-04-03,1.2387
2013-04-04,1.2402
2013-04-05,1.2401
2013-04-08,1.2422
2013-04-09,1.2394
2013-04-10,1.238
2013-04-11,1.2371
2013-04-12,1.2368
2013-04-15,1.2392
2013-04-16,1.2348
2013-04-17,1.2362
2013-04-18,1.2358
2013-04-19,1.2371
2013-04-22,1.2401
2013-04-23,1.2412
2013-04-24,1.2421
2013-04-25,1.2387
2013-04-26,1.2364
2013-04-29,1.2338
2013-04-30,1.2316
2013-05-01,1.2328
2013-05-02,1.2352
2013-05-03,1.234
2013-05-06,1.2311
2013-05-07,1.232
2013-05-08,1.2274
2013-05-09,1.2336
2013-05-10,1.2383
2013-05-13,1.2416
2013-05-14,1.2433
2013-05-15,1.246
2013-05-16,1.2525
2013-05-17,1.2591
2013-05-20,1.2541
2013-05-21,1.2599
2013-05-22,1.2668
2013-05-23,1.2636
2013-05-24,1.2643
2013-05-27,1.2609
2013-05-28,1.2707
2013-05-29,1.2662
2013-05-30,1.2575
2013-05-31,1.2643
2013-06-03,1.2523
2013-06-04,1.2522
2013-06-05,1.2495
2013-06-06,1.2444
2013-06-07,1.2489
2013-06-10,1.2576
2013-06-11,1.2543
2013-06-12,1.256
2013-06-13,1.2486
2013-06-14,1.2515
2013-06-17,1.255
2013-06-18,1.2613
2013-06-19,1.2688
2013-06-20,1.2735
2013-06-21,1.2762
2013-06-24,1.2756
2013-06-25,1.2691
2013-06-26,1.2742
2013-06-27,1.2666
2013-06-28,1.2679
2013-07-01,1.2639
2013-07-02,1.2717
2013-07-03,1.2731
2013-07-04,1.2736
2013-07-05,1.2816
2013-07-08,1.279
2013-07-09,1.2779
2013-07-10,1.2715
2013-07-11,1.259
2013-07-12,1.2623
2013-07-15,1.262
2013-07-16,1.2592
2013-07-17,1.2611
2013-07-18,1.2669
2013-07-19,1.2664
2013-07-22,1.2604
2013-07-23,1.2636
2013-07-24,1.2675
2013-07-25,1.2643
2013-07-26,1.2642
2013-07-29,1.2671
2013-07-30,1.271
2013-07-31,1.271
2013-08-01,1.2766
2013-08-02,1.2718
2013-08-05,1.2691
2013-08-06,1.2669
2013-08-07,1.267
2013-08-08,1.2599
2013-08-09,1.2574
2013-08-12,1.2627
2013-08-13,1.2679
2013-08-14,1.2699
2013-08-15,1.2688
2013-08-16,1.2703
2013-08-19,1.2775
2013-08-20,1.2741
2013-08-21,1.2838
2013-08-22,1.283
2013-08-23,1.2789
2013-08-26,1.281
2013-08-27,1.2825
2013-08-28,1.2765
2013-08-29,1.2749
2013-08-30,1.2749
2013-09-02,1.274
2013-09-03,1.2786
2013-09-04,1.2747
2013-09-05,1.281
2013-09-06,1.2739
2013-09-09,1.2689
2013-09-10,1.2686
2013-09-11,1.2662
2013-09-12,1.2675
2013-09-13,1.2694
2013-09-16,1.2619
2013-09-17,1.2596
2013-09-18,1.2465
2013-09-19,1.2467
2013-09-20,1.2514
2013-09-23,1.2499
2013-09-24,1.2544
2013-09-25,1.2544
2013-09-26,1.2549
2013-09-27,1.2565
2013-09-30,1.2558
2013-10-01,1.2518
2013-10-02,1.2484
2013-10-03,1.2492
2013-10-04,1.2465
2013-10-07,1.2477
2013-10-08,1.2495
2013-10-09,1.2498
2013-10-10,1.2481
2013-10-11,1.2458
2013-10-14,1.2438
2013-10-15,1.2439
2013-10-16,1.2434
2013-10-17,1.2396
2013-10-18,1.2391
2013-10-21,1.2417
2013-10-22,1.2359
2013-10-23,1.239
2013-10-24,1.2373
2013-10-25,1.2357
2013-10-28,1.2375
2013-10-29,1.2411
2013-10-30,1.2397
2013-10-31,1.2418
2013-11-01,1.243
2013-11-04,1.2425
2013-11-05,1.2423
2013-11-06,1.2428
2013-11-07,1.2452
2013-11-08,1.2466
2013-11-11,1.2489
2013-11-12,1.2499
2013-11-13,1.2467
2013-11-14,1.2475
2013-11-15,1.2467
2013-11-18,1.2464
2013-11-19,1.2436
2013-11-20,1.2464
2013-11-21,1.25
2013-11-22,1.25
2013-11-25,1.2504
2013-11-26,1.2515
2013-11-27,1.2552
2013-11-28,1.2558
2013-11-29,1.2556
2013-12-02,1.2561
2013-12-03,1.2525
2013-12-04,1.2545
2013-12-05,1.2533
2013-12-06,1.2494
2013-12-09,1.2492
2013-12-10,1.2487
2013-12-11,1.2518
2013-12-12,1.2559
2013-12-13,1.2552
2013-12-16,1.2551
2013-12-17,1.2571
2013-12-18,1.2614
2013-12-19,1.2661
2013-12-20,1.2661
2013-12-23,1.2672
2013-12-24,1.2681
2013-12-25,1.2671
2013-12-26,1.2694
2013-12-27,1.2689
2013-12-30,1.2676
2013-12-31,1.263
2014-01-01,1.263
2014-01-02,1.2673
2014-01-03,1.267
2014-01-06,1.2679
2014-01-07,1.2712
2014-01-08,1.2738
2014-01-09,1.2706
2014-01-10,1.2641
2014-01-13,1.2648
2014-01-14,1.2692
2014-01-15,1.2731
2014-01-16,1.2715
2014-01-17,1.2761
2014-01-20,1.2764
2014-01-21,1.2786
2014-01-22,1.2789
2014-01-23,1.2784
2014-01-24,1.2785
2014-01-27,1.2767
2014-01-28,1.2752
2014-01-29,1.2775
2014-01-30,1.2752
2014-01-31,1.2767
2014-02-03,1.2758
2014-02-04,1.2688
2014-02-05,1.268
2014-02-06,1.2684
2014-02-07,1.2682
2014-02-10,1.2708
2014-02-11,1.2674
2014-02-12,1.266
2014-02-13,1.2649
2014-02-14,1.2592
2014-02-17,1.2591
2014-02-18,1.2612
2014-02-19,1.2634
2014-02-20,1.264
2014-02-21,1.2678
2014-02-24,1.2628
2014-02-25,1.2639
2014-02-26,1.2668
2014-02-27,1.2641
2014-02-28,1.2678
2014-03-03,1.2709
2014-03-04,1.2694
2014-03-05,1.2702
2014-03-06,1.2632
2014-03-07,1.2686
2014-03-10,1.2687
2014-03-11,1.2676
2014-03-12,1.2666
2014-03-13,1.2668
2014-03-14,1.2654
2014-03-17,1.2645
2014-03-18,1.2637
2014-03-19,1.2737
2014-03-20,1.2778
2014-03-21,1.2742
2014-03-24,1.2711
2014-03-25,1.2681
2014-03-26,1.2676
2014-03-27,1.2643
2014-03-28,1.2585
2014-03-31,1.2575
2014-04-01,1.2594
2014-04-02,1.2624
2014-04-03,1.2632
2014-04-04,1.2588
2014-04-07,1.2592
2014-04-08,1.2512
2014-04-09,1.2467
2014-04-10,1.2501
2014-04-11,1.2486
2014-04-14,1.2535
2014-04-15,1.2524
2014-04-16,1.2507
2014-04-17,1.2528
2014-04-18,1.2527
2014-04-21,1.2529
2014-04-22,1.2558
2014-04-23,1.2562
2014-04-24,1.2581
2014-04-25,1.2567
2014-04-28,1.2569
