Date,MXKR000V Index,,,,,,
2006-01-13,290.44,,,,,,
2006-01-16,290.14,,,,,,
2006-01-17,284.41,,,,,,
2006-01-18,278.37,,,,,,
2006-01-19,279.94,,,,,,
2006-01-20,273.09,,,,,,
2006-01-23,268.73,,,,,,
2006-01-24,273.14,,,,,,
2006-01-25,275.32,,,,,,
2006-01-26,275.81,,,,,,
2006-01-27,282.22,,,,,,
2006-01-30,282.22,,,,,,
2006-01-31,285.14,,,,,,
2006-02-01,281.35,,,,,,
2006-02-02,282.39,,,,,,
2006-02-03,275.4,,,,,,
2006-02-06,277.75,,,,,,
2006-02-07,275.11,,,,,,
2006-02-08,270.27,,,,,,
2006-02-09,271.9,,,,,,
2006-02-10,274.53,,,,,,
2006-02-13,271.13,,,,,,
2006-02-14,272.94,,,,,,
2006-02-15,269.41,,,,,,
2006-02-16,271.66,,,,,,
2006-02-17,275.81,,,,,,
2006-02-20,279.31,,,,,,
2006-02-21,279.61,,,,,,
2006-02-22,278.09,,,,,,
2006-02-23,282.01,,,,,,
2006-02-24,284.46,,,,,,
2006-02-27,286.07,,,,,,
2006-02-28,284.45,,,,,,
2006-03-01,284.45,,,,,,
2006-03-02,284.59,,,,,,
2006-03-03,279.07,,,,,,
2006-03-06,281.84,,,,,,
2006-03-07,276.75,,,,,,
2006-03-08,276.58,,,,,,
2006-03-09,275.79,,,,,,
2006-03-10,278.11,,,,,,
2006-03-13,282.27,,,,,,
2006-03-14,280.31,,,,,,
2006-03-15,282.41,,,,,,
2006-03-16,283.64,,,,,,
2006-03-17,283.97,,,,,,
2006-03-20,284.33,,,,,,
2006-03-21,281.39,,,,,,
2006-03-22,276.09,,,,,,
2006-03-23,276.87,,,,,,
2006-03-24,278.36,,,,,,
2006-03-27,278.57,,,,,,
2006-03-28,279.83,,,,,,
2006-03-29,280.57,,,,,,
2006-03-30,282.05,,,,,,
2006-03-31,285.93,,,,,,
2006-04-03,288.82,,,,,,
2006-04-04,291.76,,,,,,
2006-04-05,292.24,,,,,,
2006-04-06,293.33,,,,,,
2006-04-07,294.23,,,,,,
2006-04-10,293.79,,,,,,
2006-04-11,291.78,,,,,,
2006-04-12,291.22,,,,,,
2006-04-13,296.02,,,,,,
2006-04-14,303.02,,,,,,
2006-04-17,302.06,,,,,,
2006-04-18,303.03,,,,,,
2006-04-19,304.7,,,,,,
2006-04-20,303.77,,,,,,
2006-04-21,305.6,,,,,,
2006-04-24,300.7,,,,,,
2006-04-25,301.29,,,,,,
2006-04-26,306.03,,,,,,
2006-04-27,305.49,,,,,,
2006-04-28,298.76,,,,,,
2006-05-01,298.76,,,,,,
2006-05-02,303.36,,,,,,
2006-05-03,303.4,,,,,,
2006-05-04,305.91,,,,,,
2006-05-05,305.91,,,,,,
2006-05-08,307.52,,,,,,
2006-05-09,306.3,,,,,,
2006-05-10,307.83,,,,,,
2006-05-11,309.05,,,,,,
2006-05-12,304.05,,,,,,
2006-05-15,296.36,,,,,,
2006-05-16,288.08,,,,,,
2006-05-17,291.96,,,,,,
2006-05-18,285.1,,,,,,
2006-05-19,286.81,,,,,,
2006-05-22,280.47,,,,,,
2006-05-23,277.56,,,,,,
2006-05-24,278.17,,,,,,
2006-05-25,270.27,,,,,,
2006-05-26,275.64,,,,,,
2006-05-29,278.31,,,,,,
2006-05-30,274.28,,,,,,
2006-05-31,274.28,,,,,,
2006-06-01,270.2,,,,,,
2006-06-02,272.66,,,,,,
2006-06-05,271.78,,,,,,
2006-06-06,271.78,,,,,,
2006-06-07,264.96,,,,,,
2006-06-08,255.51,,,,,,
2006-06-09,257.44,,,,,,
2006-06-12,257.53,,,,,,
2006-06-13,250.42,,,,,,
2006-06-14,253.59,,,,,,
2006-06-15,251.93,,,,,,
2006-06-16,261.55,,,,,,
2006-06-19,259.69,,,,,,
2006-06-20,253.08,,,,,,
2006-06-21,253.01,,,,,,
2006-06-22,256.13,,,,,,
2006-06-23,254.53,,,,,,
2006-06-26,256.62,,,,,,
2006-06-27,258.49,,,,,,
2006-06-28,256.99,,,,,,
2006-06-29,261.13,,,,,,
2006-06-30,267.4,,,,,,
2006-07-03,266.98,,,,,,
2006-07-04,265.91,,,,,,
2006-07-05,264.65,,,,,,
2006-07-06,261.19,,,,,,
2006-07-07,263.17,,,,,,
2006-07-10,267.42,,,,,,
2006-07-11,266.89,,,,,,
2006-07-12,265.85,,,,,,
2006-07-13,262.52,,,,,,
2006-07-14,255.95,,,,,,
2006-07-17,255.95,,,,,,
2006-07-18,251.67,,,,,,
2006-07-19,251.97,,,,,,
2006-07-20,260.05,,,,,,
2006-07-21,259.9,,,,,,
2006-07-24,258.46,,,,,,
2006-07-25,261.98,,,,,,
2006-07-26,261.6,,,,,,
2006-07-27,264.72,,,,,,
2006-07-28,265.22,,,,,,
2006-07-31,264.88,,,,,,
2006-08-01,263.63,,,,,,
2006-08-02,265.89,,,,,,
2006-08-03,266.22,,,,,,
2006-08-04,268.08,,,,,,
2006-08-07,267,,,,,,
2006-08-08,270.74,,,,,,
2006-08-09,271.92,,,,,,
2006-08-10,269.23,,,,,,
2006-08-11,265.82,,,,,,
2006-08-14,266.9,,,,,,
2006-08-15,266.9,,,,,,
2006-08-16,269.57,,,,,,
2006-08-17,270.15,,,,,,
2006-08-18,270.27,,,,,,
2006-08-21,268.76,,,,,,
2006-08-22,271.76,,,,,,
2006-08-23,270.25,,,,,,
2006-08-24,268.29,,,,,,
2006-08-25,270.65,,,,,,
2006-08-28,270.09,,,,,,
2006-08-29,272.54,,,,,,
2006-08-30,271.2,,,,,,
2006-08-31,273.11,,,,,,
2006-09-01,274.53,,,,,,
2006-09-04,275.76,,,,,,
2006-09-05,276.07,,,,,,
2006-09-06,275.69,,,,,,
2006-09-07,274.42,,,,,,
2006-09-08,274.28,,,,,,
2006-09-11,270.42,,,,,,
2006-09-12,269.45,,,,,,
2006-09-13,270.77,,,,,,
2006-09-14,274.37,,,,,,
2006-09-15,275.85,,,,,,
2006-09-18,279.22,,,,,,
2006-09-19,279.59,,,,,,
2006-09-20,278.38,,,,,,
2006-09-21,278.57,,,,,,
2006-09-22,275.43,,,,,,
2006-09-25,277.49,,,,,,
2006-09-26,275.1,,,,,,
2006-09-27,277.83,,,,,,
2006-09-28,279.17,,,,,,
2006-09-29,278.87,,,,,,
2006-10-02,279.03,,,,,,
2006-10-03,279.03,,,,,,
2006-10-04,275.45,,,,,,
2006-10-05,275.45,,,,,,
2006-10-06,275.45,,,,,,
2006-10-09,270.61,,,,,,
2006-10-10,272.13,,,,,,
2006-10-11,271.59,,,,,,
2006-10-12,273.19,,,,,,
2006-10-13,276.71,,,,,,
2006-10-16,277.86,,,,,,
2006-10-17,276.77,,,,,,
2006-10-18,276.45,,,,,,
2006-10-19,276.61,,,,,,
2006-10-20,278.84,,,,,,
2006-10-23,280,,,,,,
2006-10-24,280.78,,,,,,
2006-10-25,283.04,,,,,,
2006-10-26,283.21,,,,,,
2006-10-27,282.67,,,,,,
2006-10-30,280.58,,,,,,
2006-10-31,281.53,,,,,,
2006-11-01,282.81,,,,,,
2006-11-02,284.46,,,,,,
2006-11-03,284.66,,,,,,
2006-11-06,283.23,,,,,,
2006-11-07,285.33,,,,,,
2006-11-08,284.38,,,,,,
2006-11-09,288.01,,,,,,
2006-11-10,287.9,,,,,,
2006-11-13,288.66,,,,,,
2006-11-14,291.12,,,,,,
2006-11-15,291.96,,,,,,
2006-11-16,292.47,,,,,,
2006-11-17,292.36,,,,,,
2006-11-20,291.75,,,,,,
2006-11-21,292.66,,,,,,
2006-11-22,295.05,,,,,,
2006-11-23,293.86,,,,,,
2006-11-24,293.68,,,,,,
2006-11-27,295.01,,,,,,
2006-11-28,293.19,,,,,,
2006-11-29,295.3,,,,,,
2006-11-30,296.21,,,,,,
2006-12-01,297.89,,,,,,
2006-12-04,295.93,,,,,,
2006-12-05,293.88,,,,,,
2006-12-06,292.76,,,,,,
2006-12-07,291.6,,,,,,
2006-12-08,289.12,,,,,,
2006-12-11,289.36,,,,,,
2006-12-12,288.54,,,,,,
2006-12-13,289.71,,,,,,
2006-12-14,298.2,,,,,,
2006-12-15,298.83,,,,,,
2006-12-18,301.79,,,,,,
2006-12-19,299.76,,,,,,
2006-12-20,302.64,,,,,,
2006-12-21,300.57,,,,,,
2006-12-22,300.06,,,,,,
2006-12-25,300.06,,,,,,
2006-12-26,300.47,,,,,,
2006-12-27,296.33,,,,,,
2006-12-28,298.37,,,,,,
2006-12-29,298.37,,,,,,
2007-01-01,298.37,,,,,,
2007-01-02,299.44,,,,,,
2007-01-03,293.9,,,,,,
2007-01-04,291.12,,,,,,
2007-01-05,289.53,,,,,,
2007-01-08,287.68,,,,,,
2007-01-09,286.99,,,,,,
2007-01-10,281.89,,,,,,
2007-01-11,284.12,,,,,,
2007-01-12,288.47,,,,,,
2007-01-15,288.31,,,,,,
2007-01-16,288.55,,,,,,
2007-01-17,287.21,,,,,,
2007-01-18,289.57,,,,,,
2007-01-19,286.13,,,,,,
2007-01-22,287.94,,,,,,
2007-01-23,287.22,,,,,,
2007-01-24,291.2,,,,,,
2007-01-25,291.2,,,,,,
2007-01-26,288.63,,,,,,
2007-01-29,288.11,,,,,,
2007-01-30,289.51,,,,,,
2007-01-31,287.8,,,,,,
2007-02-01,293.72,,,,,,
2007-02-02,300.05,,,,,,
2007-02-05,300.91,,,,,,
2007-02-06,302.9,,,,,,
2007-02-07,302.2,,,,,,
2007-02-08,300.53,,,,,,
2007-02-09,301.51,,,,,,
2007-02-12,299.54,,,,,,
2007-02-13,299.76,,,,,,
2007-02-14,304.19,,,,,,
2007-02-15,306.94,,,,,,
2007-02-16,308.89,,,,,,
2007-02-19,308.89,,,,,,
2007-02-20,310.8,,,,,,
2007-02-21,310.1,,,,,,
2007-02-22,313.75,,,,,,
2007-02-23,315.05,,,,,,
2007-02-26,314.01,,,,,,
2007-02-27,310.28,,,,,,
2007-02-28,301.24,,,,,,
2007-03-01,301.24,,,,,,
2007-03-02,301.85,,,,,,
2007-03-05,292.04,,,,,,
2007-03-06,298.2,,,,,,
2007-03-07,300.13,,,,,,
2007-03-08,302.76,,,,,,
2007-03-09,302.53,,,,,,
2007-03-12,307.05,,,,,,
2007-03-13,306.32,,,,,,
2007-03-14,299.82,,,,,,
2007-03-15,304.75,,,,,,
2007-03-16,304.55,,,,,,
2007-03-19,305.59,,,,,,
2007-03-20,305.53,,,,,,
2007-03-21,305.57,,,,,,
2007-03-22,308.14,,,,,,
2007-03-23,307.13,,,,,,
2007-03-26,306.58,,,,,,
2007-03-27,308.35,,,,,,
2007-03-28,306.21,,,,,,
2007-03-29,309.37,,,,,,
2007-03-30,310.81,,,,,,
2007-04-02,311.46,,,,,,
2007-04-03,311.65,,,,,,
2007-04-04,315.4,,,,,,
2007-04-05,314.57,,,,,,
2007-04-06,313.8,,,,,,
2007-04-09,316.49,,,,,,
2007-04-10,315.86,,,,,,
2007-04-11,318.72,,,,,,
2007-04-12,319.21,,,,,,
2007-04-13,316.71,,,,,,
2007-04-16,318.44,,,,,,
2007-04-17,316.69,,,,,,
2007-04-18,318.42,,,,,,
2007-04-19,314.36,,,,,,
2007-04-20,318.14,,,,,,
2007-04-23,320.83,,,,,,
2007-04-24,322.53,,,,,,
2007-04-25,319.23,,,,,,
2007-04-26,321.46,,,,,,
2007-04-27,319.08,,,,,,
2007-04-30,319.98,,,,,,
2007-05-01,319.98,,,,,,
2007-05-02,323.93,,,,,,
2007-05-03,325.73,,,,,,
2007-05-04,326.56,,,,,,
2007-05-07,328,,,,,,
2007-05-08,328.03,,,,,,
2007-05-09,330.03,,,,,,
2007-05-10,332.31,,,,,,
2007-05-11,332.19,,,,,,
2007-05-14,333.51,,,,,,
2007-05-15,331.45,,,,,,
2007-05-16,333.34,,,,,,
2007-05-17,336.09,,,,,,
2007-05-18,336.02,,,,,,
2007-05-21,339.39,,,,,,
2007-05-22,343.81,,,,,,
2007-05-23,344.75,,,,,,
2007-05-24,344.75,,,,,,
2007-05-25,343.26,,,,,,
2007-05-28,346.87,,,,,,
2007-05-29,345.33,,,,,,
2007-05-30,343.93,,,,,,
2007-05-31,350.36,,,,,,
2007-06-01,355.79,,,,,,
2007-06-04,362.3,,,,,,
2007-06-05,362.61,,,,,,
2007-06-06,362.61,,,,,,
2007-06-07,363.62,,,,,,
2007-06-08,358.55,,,,,,
2007-06-11,358.59,,,,,,
2007-06-12,360.19,,,,,,
2007-06-13,360.09,,,,,,
2007-06-14,371.43,,,,,,
2007-06-15,373.42,,,,,,
2007-06-18,379.17,,,,,,
2007-06-19,376.16,,,,,,
2007-06-20,372.9,,,,,,
2007-06-21,371.16,,,,,,
2007-06-22,365.39,,,,,,
2007-06-25,361.64,,,,,,
2007-06-26,360.01,,,,,,
2007-06-27,357.56,,,,,,
2007-06-28,360.56,,,,,,
2007-06-29,359.9,,,,,,
2007-07-02,366.38,,,,,,
2007-07-03,373.38,,,,,,
2007-07-04,377.95,,,,,,
2007-07-05,377.38,,,,,,
2007-07-06,381.13,,,,,,
2007-07-09,386.19,,,,,,
2007-07-10,388.88,,,,,,
2007-07-11,386.25,,,,,,
2007-07-12,390.94,,,,,,
2007-07-13,405.54,,,,,,
2007-07-16,403.6,,,,,,
2007-07-17,403.6,,,,,,
2007-07-18,397.7,,,,,,
2007-07-19,400.71,,,,,,
2007-07-20,408.44,,,,,,
2007-07-23,413.65,,,,,,
2007-07-24,413.81,,,,,,
2007-07-25,421.21,,,,,,
2007-07-26,411.46,,,,,,
2007-07-27,394.07,,,,,,
2007-07-30,399,,,,,,
2007-07-31,401.55,,,,,,
2007-08-01,384.62,,,,,,
2007-08-02,382.19,,,,,,
2007-08-03,387.83,,,,,,
2007-08-06,380,,,,,,
2007-08-07,379.78,,,,,,
2007-08-08,387.79,,,,,,
2007-08-09,388.26,,,,,,
2007-08-10,369.82,,,,,,
2007-08-13,377.25,,,,,,
2007-08-14,372.59,,,,,,
2007-08-15,372.59,,,,,,
2007-08-16,350.92,,,,,,
2007-08-17,340.12,,,,,,
2007-08-20,359.52,,,,,,
2007-08-21,362.16,,,,,,
2007-08-22,366.14,,,,,,
2007-08-23,374.28,,,,,,
2007-08-24,372.44,,,,,,
2007-08-27,375.98,,,,,,
2007-08-28,380.66,,,,,,
2007-08-29,379.53,,,,,,
2007-08-30,384.53,,,,,,
2007-08-31,391.11,,,,,,
2007-09-03,396.03,,,,,,
2007-09-04,393.43,,,,,,
2007-09-05,390.7,,,,,,
2007-09-06,397.05,,,,,,
2007-09-07,395.52,,,,,,
2007-09-10,385.51,,,,,,
2007-09-11,389.46,,,,,,
2007-09-12,381.64,,,,,,
2007-09-13,389.51,,,,,,
2007-09-14,393.52,,,,,,
2007-09-17,394.65,,,,,,
2007-09-18,387.92,,,,,,
2007-09-19,405.2,,,,,,
2007-09-20,407.11,,,,,,
2007-09-21,406.67,,,,,,
2007-09-24,406.67,,,,,,
2007-09-25,406.67,,,,,,
2007-09-26,406.67,,,,,,
2007-09-27,412.47,,,,,,
2007-09-28,412.56,,,,,,
2007-10-01,418.51,,,,,,
2007-10-02,436.59,,,,,,
2007-10-03,436.59,,,,,,
2007-10-04,428.76,,,,,,
2007-10-05,425.59,,,,,,
2007-10-08,428.52,,,,,,
2007-10-09,429.67,,,,,,
2007-10-10,434.62,,,,,,
2007-10-11,436.05,,,,,,
2007-10-12,424.62,,,,,,
2007-10-15,425.02,,,,,,
2007-10-16,418.95,,,,,,
2007-10-17,411.74,,,,,,
2007-10-18,416.3,,,,,,
2007-10-19,407.48,,,,,,
2007-10-22,394.95,,,,,,
2007-10-23,400.89,,,,,,
2007-10-24,402.09,,,,,,
2007-10-25,413.18,,,,,,
2007-10-26,421.23,,,,,,
2007-10-29,429.38,,,,,,
2007-10-30,424.52,,,,,,
2007-10-31,422.51,,,,,,
2007-11-01,416.73,,,,,,
2007-11-02,408.05,,,,,,
2007-11-05,406.61,,,,,,
2007-11-06,414.62,,,,,,
2007-11-07,414.22,,,,,,
2007-11-08,401.19,,,,,,
2007-11-09,406.55,,,,,,
2007-11-12,393.11,,,,,,
2007-11-13,396.28,,,,,,
2007-11-14,406.06,,,,,,
2007-11-15,402.23,,,,,,
2007-11-16,396.8,,,,,,
2007-11-19,391.51,,,,,,
2007-11-20,388.57,,,,,,
2007-11-21,376,,,,,,
2007-11-22,376.31,,,,,,
2007-11-23,374.82,,,,,,
2007-11-26,388.48,,,,,,
2007-11-27,386.98,,,,,,
2007-11-28,379.43,,,,,,
2007-11-29,386.91,,,,,,
2007-11-30,390.25,,,,,,
2007-12-03,387.97,,,,,,
2007-12-04,392.52,,,,,,
2007-12-05,396.93,,,,,,
2007-12-06,404,,,,,,
2007-12-07,403.47,,,,,,
2007-12-10,403.71,,,,,,
2007-12-11,408.1,,,,,,
2007-12-12,406.43,,,,,,
2007-12-13,404.88,,,,,,
2007-12-14,398.48,,,,,,
2007-12-17,387.54,,,,,,
2007-12-18,390.64,,,,,,
2007-12-19,390.64,,,,,,
2007-12-20,389.83,,,,,,
2007-12-21,397.2,,,,,,
2007-12-24,405.6,,,,,,
2007-12-25,405.6,,,,,,
2007-12-26,401.83,,,,,,
2007-12-27,397.37,,,,,,
2007-12-28,393.29,,,,,,
2007-12-31,393.29,,,,,,
2008-01-01,393.29,,,,,,
2008-01-02,383.63,,,,,,
2008-01-03,381.43,,,,,,
2008-01-04,379.44,,,,,,
2008-01-07,370.62,,,,,,
2008-01-08,369.42,,,,,,
2008-01-09,372.36,,,,,,
2008-01-10,366.56,,,,,,
2008-01-11,361.39,,,,,,
2008-01-14,362.5,,,,,,
2008-01-15,360.19,,,,,,
2008-01-16,354.4,,,,,,
2008-01-17,365.64,,,,,,
2008-01-18,369.05,,,,,,
2008-01-21,363.87,,,,,,
2008-01-22,350.1,,,,,,
2008-01-23,353.24,,,,,,
2008-01-24,359.04,,,,,,
2008-01-25,362.4,,,,,,
2008-01-28,350.25,,,,,,
2008-01-29,358.16,,,,,,
2008-01-30,356.24,,,,,,
2008-01-31,365.82,,,,,,
2008-02-01,364.69,,,,,,
2008-02-04,373.14,,,,,,
2008-02-05,373.8,,,,,,
2008-02-06,373.8,,,,,,
2008-02-07,373.8,,,,,,
2008-02-08,373.8,,,,,,
2008-02-11,358.73,,,,,,
2008-02-12,355.69,,,,,,
2008-02-13,352.25,,,,,,
2008-02-14,365.78,,,,,,
2008-02-15,361.46,,,,,,
2008-02-18,360.94,,,,,,
2008-02-19,364.81,,,,,,
2008-02-20,358.38,,,,,,
2008-02-21,365.41,,,,,,
2008-02-22,360.04,,,,,,
2008-02-25,363.58,,,,,,
2008-02-26,362.31,,,,,,
2008-02-27,364.2,,,,,,
2008-02-28,365.28,,,,,,
2008-02-29,358.06,,,,,,
2008-03-03,351.81,,,,,,
2008-03-04,351.49,,,,,,
2008-03-05,350.85,,,,,,
2008-03-06,353.17,,,,,,
2008-03-07,346.43,,,,,,
2008-03-10,343.62,,,,,,
2008-03-11,346.22,,,,,,
2008-03-12,350.21,,,,,,
2008-03-13,343.38,,,,,,
2008-03-14,342.08,,,,,,
2008-03-17,339.61,,,,,,
2008-03-18,341.42,,,,,,
2008-03-19,349.04,,,,,,
2008-03-20,351.5,,,,,,
2008-03-21,356.4,,,,,,
2008-03-24,358.38,,,,,,
2008-03-25,362.02,,,,,,
2008-03-26,362.52,,,,,,
2008-03-27,361.16,,,,,,
2008-03-28,361.16,,,,,,
2008-03-31,367.32,,,,,,
2008-04-01,370.61,,,,,,
2008-04-02,385.03,,,,,,
2008-04-03,388.01,,,,,,
2008-04-04,383.25,,,,,,
2008-04-07,382.71,,,,,,
2008-04-08,379.85,,,,,,
2008-04-09,379.85,,,,,,
2008-04-10,385.79,,,,,,
2008-04-11,394.16,,,,,,
2008-04-14,391.99,,,,,,
2008-04-15,389.47,,,,,,
2008-04-16,390.54,,,,,,
2008-04-17,395.06,,,,,,
2008-04-18,394.94,,,,,,
2008-04-21,398.95,,,,,,
2008-04-22,395.52,,,,,,
2008-04-23,392.36,,,,,,
2008-04-24,392.93,,,,,,
2008-04-25,404.64,,,,,,
2008-04-28,410.51,,,,,,
2008-04-29,409.4,,,,,,
2008-04-30,412.73,,,,,,
2008-05-01,412.73,,,,,,
2008-05-02,420.3,,,,,,
2008-05-05,420.3,,,,,,
2008-05-06,421.26,,,,,,
2008-05-07,419.65,,,,,,
2008-05-08,414.21,,,,,,
2008-05-09,406.31,,,,,,
2008-05-12,406.31,,,,,,
2008-05-13,413.71,,,,,,
2008-05-14,415.1,,,,,,
2008-05-15,424.05,,,,,,
2008-05-16,422.81,,,,,,
2008-05-19,417.4,,,,,,
2008-05-20,411.79,,,,,,
2008-05-21,408.17,,,,,,
2008-05-22,405.93,,,,,,
2008-05-23,403.89,,,,,,
2008-05-26,396.64,,,,,,
2008-05-27,404,,,,,,
2008-05-28,399.02,,,,,,
2008-05-29,410,,,,,,
2008-05-30,413.14,,,,,,
2008-06-02,411.83,,,,,,
2008-06-03,405,,,,,,
2008-06-04,407.53,,,,,,
2008-06-05,406.19,,,,,,
2008-06-06,406.19,,,,,,
2008-06-09,399.28,,,,,,
2008-06-10,391.84,,,,,,
2008-06-11,393.47,,,,,,
2008-06-12,384.18,,,,,,
2008-06-13,387.82,,,,,,
2008-06-16,394,,,,,,
2008-06-17,393.55,,,,,,
2008-06-18,397.09,,,,,,
2008-06-19,389,,,,,,
2008-06-20,386.91,,,,,,
2008-06-23,382.79,,,,,,
2008-06-24,381.59,,,,,,
2008-06-25,383.97,,,,,,
2008-06-26,385.7,,,,,,
2008-06-27,378.17,,,,,,
2008-06-30,377.57,,,,,,
2008-07-01,378.44,,,,,,
2008-07-02,371.92,,,,,,
2008-07-03,366.25,,,,,,
2008-07-04,359.93,,,,,,
2008-07-07,362.98,,,,,,
2008-07-08,352.72,,,,,,
2008-07-09,349.33,,,,,,
2008-07-10,350.23,,,,,,
2008-07-11,356.12,,,,,,
2008-07-14,354.23,,,,,,
2008-07-15,344.58,,,,,,
2008-07-16,341.5,,,,,,
2008-07-17,344.6,,,,,,
2008-07-18,340.98,,,,,,
2008-07-21,354.3,,,,,,
2008-07-22,354.76,,,,,,
2008-07-23,361.03,,,,,,
2008-07-24,367.38,,,,,,
2008-07-25,359.52,,,,,,
2008-07-28,358.65,,,,,,
2008-07-29,351.79,,,,,,
2008-07-30,358.53,,,,,,
2008-07-31,362.81,,,,,,
2008-08-01,359.74,,,,,,
2008-08-04,355.29,,,,,,
2008-08-05,354.76,,,,,,
2008-08-06,364.37,,,,,,
2008-08-07,364.37,,,,,,
2008-08-08,360.54,,,,,,
2008-08-11,362.04,,,,,,
2008-08-12,360.06,,,,,,
2008-08-13,357.11,,,,,,
2008-08-14,359.1,,,,,,
2008-08-15,359.1,,,,,,
2008-08-18,358.01,,,,,,
2008-08-19,352.67,,,,,,
2008-08-20,353.38,,,,,,
2008-08-21,349.67,,,,,,
2008-08-22,346.64,,,,,,
2008-08-25,349.28,,,,,,
2008-08-26,348.05,,,,,,
2008-08-27,350.35,,,,,,
2008-08-28,346.03,,,,,,
2008-08-29,348.06,,,,,,
2008-09-01,338.6,,,,,,
2008-09-02,339.23,,,,,,
2008-09-03,337.9,,,,,,
2008-09-04,337.78,,,,,,
2008-09-05,332.28,,,,,,
2008-09-08,347.93,,,,,,
2008-09-09,342.98,,,,,,
2008-09-10,343.67,,,,,,
2008-09-11,336.21,,,,,,
2008-09-12,344.67,,,,,,
2008-09-15,344.67,,,,,,
2008-09-16,326.91,,,,,,
2008-09-17,332.86,,,,,,
2008-09-18,322.75,,,,,,
2008-09-19,337.29,,,,,,
2008-09-22,340.63,,,,,,
2008-09-23,344.75,,,,,,
2008-09-24,344.15,,,,,,
2008-09-25,344.66,,,,,,
2008-09-26,339.97,,,,,,
2008-09-29,335.98,,,,,,
2008-09-30,332.43,,,,,,
2008-10-01,331.14,,,,,,
2008-10-02,326.32,,,,,,
2008-10-03,326.32,,,,,,
2008-10-06,312.67,,,,,,
2008-10-07,315.5,,,,,,
2008-10-08,301.3,,,,,,
2008-10-09,303.32,,,,,,
2008-10-10,289.1,,,,,,
2008-10-13,300.54,,,,,,
2008-10-14,316.89,,,,,,
2008-10-15,309,,,,,,
2008-10-16,278.95,,,,,,
2008-10-17,268.39,,,,,,
2008-10-20,278.46,,,,,,
2008-10-21,276.58,,,,,,
2008-10-22,264.13,,,,,,
2008-10-23,247.11,,,,,,
2008-10-24,225.68,,,,,,
2008-10-27,236.12,,,,,,
2008-10-28,244.79,,,,,,
2008-10-29,235.17,,,,,,
2008-10-30,262.37,,,,,,
2008-10-31,264.25,,,,,,
2008-11-03,265.27,,,,,,
2008-11-04,271.13,,,,,,
2008-11-05,277.42,,,,,,
2008-11-06,255.93,,,,,,
2008-11-07,264.72,,,,,,
2008-11-10,267.45,,,,,,
2008-11-11,262,,,,,,
2008-11-12,261.19,,,,,,
2008-11-13,252.22,,,,,,
2008-11-14,250.56,,,,,,
2008-11-17,248.19,,,,,,
2008-11-18,239.33,,,,,,
2008-11-19,235.09,,,,,,
2008-11-20,220.36,,,,,,
2008-11-21,232.06,,,,,,
2008-11-24,222.85,,,,,,
2008-11-25,227.19,,,,,,
2008-11-26,241.29,,,,,,
2008-11-27,250.27,,,,,,
2008-11-28,254.53,,,,,,
2008-12-01,248.85,,,,,,
2008-12-02,240.93,,,,,,
2008-12-03,242.94,,,,,,
2008-12-04,239.96,,,,,,
2008-12-05,247.45,,,,,,
2008-12-08,266.29,,,,,,
2008-12-09,267.71,,,,,,
2008-12-10,280.24,,,,,,
2008-12-11,281.11,,,,,,
2008-12-12,264.13,,,,,,
2008-12-15,277.83,,,,,,
2008-12-16,279.15,,,,,,
2008-12-17,283.6,,,,,,
2008-12-18,283.57,,,,,,
2008-12-19,283.49,,,,,,
2008-12-22,283.94,,,,,,
2008-12-23,274.25,,,,,,
2008-12-24,269.45,,,,,,
2008-12-25,269.45,,,,,,
2008-12-26,267.2,,,,,,
2008-12-29,266.55,,,,,,
2008-12-30,266.44,,,,,,
2008-12-31,266.44,,,,,,
2009-01-01,266.44,,,,,,
2009-01-02,275.38,,,,,,
2009-01-05,285.43,,,,,,
2009-01-06,289.93,,,,,,
2009-01-07,299.11,,,,,,
2009-01-08,291.07,,,,,,
2009-01-09,282.98,,,,,,
2009-01-12,277.15,,,,,,
2009-01-13,279.99,,,,,,
2009-01-14,285.33,,,,,,
2009-01-15,267.63,,,,,,
2009-01-16,272.34,,,,,,
2009-01-19,274.57,,,,,,
2009-01-20,268.08,,,,,,
2009-01-21,261.94,,,,,,
2009-01-22,265.12,,,,,,
2009-01-23,259.13,,,,,,
2009-01-26,259.13,,,,,,
2009-01-27,259.13,,,,,,
2009-01-28,277.27,,,,,,
2009-01-29,280.33,,,,,,
2009-01-30,278.72,,,,,,
2009-02-02,273,,,,,,
2009-02-03,277.66,,,,,,
2009-02-04,285.25,,,,,,
2009-02-05,280.3,,,,,,
2009-02-06,288.76,,,,,,
2009-02-09,287.35,,,,,,
2009-02-10,285.82,,,,,,
2009-02-11,281.79,,,,,,
2009-02-12,276.25,,,,,,
2009-02-13,279.64,,,,,,
2009-02-16,273.61,,,,,,
2009-02-17,262.29,,,,,,
2009-02-18,256.64,,,,,,
2009-02-19,256,,,,,,
2009-02-20,246.43,,,,,,
2009-02-23,254.6,,,,,,
2009-02-24,244.83,,,,,,
2009-02-25,245.18,,,,,,
2009-02-26,241.67,,,,,,
2009-02-27,245.31,,,,,,
2009-03-02,234.8,,,,,,
2009-03-03,236.25,,,,,,
2009-03-04,243.63,,,,,,
2009-03-05,243.28,,,,,,
2009-03-06,240.99,,,,,,
2009-03-09,244.49,,,,,,
2009-03-10,253.1,,,,,,
2009-03-11,261.53,,,,,,
