Date,USDKRW Curncy
2006-05-04,939.6
2006-05-05,939.6
2006-05-08,927.8
2006-05-09,932
2006-05-10,929.2
2006-05-11,935.6
2006-05-12,932.85
2006-05-15,943.5
2006-05-16,945
2006-05-17,943.45
2006-05-18,947.1
2006-05-19,946.25
2006-05-22,952.2
2006-05-23,943.8
2006-05-24,949.6
2006-05-25,949.15
2006-05-26,945.5
2006-05-29,947.5
2006-05-30,945.7
2006-05-31,945.7
2006-06-01,947.25
2006-06-02,948
2006-06-05,943
2006-06-06,942.95
2006-06-07,948.2
2006-06-08,953.45
2006-06-09,954.5
2006-06-12,956.8
2006-06-13,961.65
2006-06-14,962.1
2006-06-15,959.6
2006-06-16,955.75
2006-06-19,961.25
2006-06-20,956.65
2006-06-21,955.8
2006-06-22,955.2
2006-06-23,956.05
2006-06-26,959.5
2006-06-27,958.8
2006-06-28,957.7
2006-06-29,960.6
2006-06-30,948.7
2006-07-03,944.85
2006-07-04,943.4
2006-07-05,946.8
2006-07-06,949.8
2006-07-07,947.9
2006-07-10,942
2006-07-11,946.75
2006-07-12,948.75
2006-07-13,949.3
2006-07-14,953.85
2006-07-17,953.85
2006-07-18,958.65
2006-07-19,957.8
2006-07-20,952
2006-07-21,948.9
2006-07-24,951.7
2006-07-25,952.2
2006-07-26,953.9
2006-07-27,950.8
2006-07-28,953.9
2006-07-31,955.2
2006-08-01,956
2006-08-02,962.3
2006-08-03,965.9
2006-08-04,964.75
2006-08-07,962.6
2006-08-08,963.7
2006-08-09,959.5
2006-08-10,958
2006-08-11,961.85
2006-08-14,965.75
2006-08-15,965.75
2006-08-16,965.15
2006-08-17,960.95
2006-08-18,958.6
2006-08-21,956.65
2006-08-22,956.35
2006-08-23,955.7
2006-08-24,959.2
2006-08-25,961.95
2006-08-28,964
2006-08-29,961
2006-08-30,961.4
2006-08-31,961.3
2006-09-01,960.55
2006-09-04,960.2
2006-09-05,956.65
2006-09-06,957.05
2006-09-07,956.4
2006-09-08,956.35
2006-09-11,957.5
2006-09-12,959.4
2006-09-13,959.05
2006-09-14,957.55
2006-09-15,956.35
2006-09-18,956.5
2006-09-19,952.1
2006-09-20,950.85
2006-09-21,942.9
2006-09-22,946.9
2006-09-25,943.8
2006-09-26,944
2006-09-27,943.6
2006-09-28,944.75
2006-09-29,946.25
2006-10-02,948
2006-10-03,947.9
2006-10-04,949.15
2006-10-05,949.2
2006-10-06,949.2
2006-10-09,963.9
2006-10-10,959.55
2006-10-11,958.2
2006-10-12,957.85
2006-10-13,954.15
2006-10-16,955.45
2006-10-17,954.38
2006-10-18,955.38
2006-10-19,957.3
2006-10-20,957.35
2006-10-23,959.6
2006-10-24,958.5
2006-10-25,955.8
2006-10-26,949.78
2006-10-27,947.35
2006-10-30,944.65
2006-10-31,942.35
2006-11-01,939.4
2006-11-02,938.95
2006-11-03,937.3
2006-11-06,942.35
2006-11-07,938.5
2006-11-08,935.25
2006-11-09,936.65
2006-11-10,934.05
2006-11-13,935.05
2006-11-14,937.03
2006-11-15,941.45
2006-11-16,937.55
2006-11-17,938.85
2006-11-20,935.33
2006-11-21,935.47
2006-11-22,934.1
2006-11-23,930.45
2006-11-24,932.1
2006-11-27,930.65
2006-11-28,930.85
2006-11-29,930.4
2006-11-30,929.55
2006-12-01,928.55
2006-12-04,927.5
2006-12-05,924.4
2006-12-06,916.45
2006-12-07,913.92
2006-12-08,920.35
2006-12-11,925.95
2006-12-12,922.7
2006-12-13,922.55
2006-12-14,920.7
2006-12-15,923.1
2006-12-18,927.25
2006-12-19,931.85
2006-12-20,925.75
2006-12-21,927.25
2006-12-22,928.35
2006-12-25,928.6
2006-12-26,929.85
2006-12-27,930.45
2006-12-28,929.7
2007-01-02,925.65
2007-01-03,926.15
2007-01-04,931.2
2007-01-05,934.15
2007-01-08,938.15
2007-01-09,938.55
2007-01-10,937.75
2007-01-11,938.95
2007-01-12,940.05
2007-01-15,938.6
2007-01-16,935.65
2007-01-17,936.95
2007-01-18,936.7
2007-01-19,936.3
2007-01-22,940.1
2007-01-23,940.35
2007-01-24,936.12
2007-01-25,936.05
2007-01-26,940.6
2007-01-29,940.5
2007-01-30,942.45
2007-01-31,941.2
2007-02-01,937.1
2007-02-02,937.2
2007-02-05,935.75
2007-02-06,932.95
2007-02-07,933.65
2007-02-08,935.05
2007-02-09,934.6
2007-02-12,937.55
2007-02-13,939.5
2007-02-14,938.4
2007-02-15,934.8
2007-02-16,936.5
2007-02-19,936.45
2007-02-20,938.45
2007-02-21,938.5
2007-02-22,938.83
2007-02-23,938.05
2007-02-26,938.7
2007-02-27,938.9
2007-02-28,941.7
2007-03-01,936.55
2007-03-02,943.05
2007-03-05,951.35
2007-03-06,947.67
2007-03-07,948.68
2007-03-08,947.85
2007-03-09,945.85
2007-03-12,943.95
2007-03-13,944.55
2007-03-14,946.35
2007-03-15,944.6
2007-03-16,944.75
2007-03-19,943.65
2007-03-20,941.65
2007-03-21,937.97
2007-03-22,937.9
2007-03-23,937.4
2007-03-26,938.6
2007-03-27,940.85
2007-03-28,939.05
2007-03-29,940.45
2007-03-30,940.8
2007-04-02,937.33
2007-04-03,936.75
2007-04-04,936.3
2007-04-05,932.92
2007-04-06,931.8
2007-04-09,933.05
2007-04-10,933.95
2007-04-11,932.25
2007-04-12,931.75
2007-04-13,929.2
2007-04-16,931.65
2007-04-17,929.03
2007-04-18,928.3
2007-04-19,928.75
2007-04-20,927.45
2007-04-23,926.35
2007-04-24,927.45
2007-04-25,926.6
2007-04-26,928.9
2007-04-27,929.15
2007-04-30,930.85
2007-05-01,930.85
2007-05-02,930.05
2007-05-03,926.95
2007-05-04,927.62
2007-05-07,922.45
2007-05-08,922.9
2007-05-09,923.55
2007-05-10,925.15
2007-05-11,926.78
2007-05-14,924.2
2007-05-15,924.2
2007-05-16,924.03
2007-05-17,928.05
2007-05-18,934.05
2007-05-21,930.2
2007-05-22,930.45
2007-05-23,931.45
2007-05-24,931.45
2007-05-25,928.2
2007-05-28,928.75
2007-05-29,927.65
2007-05-30,930.95
2007-05-31,927.78
2007-06-01,928.3
2007-06-04,928.1
2007-06-05,926.95
2007-06-06,927
2007-06-07,926.75
2007-06-08,931
2007-06-11,932.55
2007-06-12,929.55
2007-06-13,931.45
2007-06-14,929.95
2007-06-15,928.7
2007-06-18,928.25
2007-06-19,927.7
2007-06-20,927.75
2007-06-21,927
2007-06-22,928.1
2007-06-25,926.5
2007-06-26,926.25
2007-06-27,927.75
2007-06-28,926.85
2007-06-29,923.9
2007-07-02,921.7
2007-07-03,918
2007-07-04,919.75
2007-07-05,921.95
2007-07-06,919.55
2007-07-09,921
2007-07-10,919.92
2007-07-11,919.15
2007-07-12,918.28
2007-07-13,916.85
2007-07-16,918.23
2007-07-17,918.3
2007-07-18,916.2
2007-07-19,915.97
2007-07-20,914.95
2007-07-23,915.15
2007-07-24,914.05
2007-07-25,913.95
2007-07-26,918.17
2007-07-27,921.75
2007-07-30,923.25
2007-07-31,919.3
2007-08-01,925.15
2007-08-02,922.8
2007-08-03,922.83
2007-08-06,923.45
2007-08-07,922.95
2007-08-08,924.12
2007-08-09,922.85
2007-08-10,931.9
2007-08-13,929.7
2007-08-14,932.5
2007-08-15,938.4
2007-08-16,946.2
2007-08-17,950.5
2007-08-20,942.95
2007-08-21,943.45
2007-08-22,944.2
2007-08-23,941.55
2007-08-24,941.68
2007-08-27,938.55
2007-08-28,939.62
2007-08-29,942
2007-08-30,940.45
2007-08-31,938.3
2007-09-03,937.35
2007-09-04,939.15
2007-09-05,938.05
2007-09-06,939.15
2007-09-07,937.95
2007-09-10,939
2007-09-11,936.2
2007-09-12,932.4
2007-09-13,931.45
2007-09-14,928.3
2007-09-17,928.45
2007-09-18,930.7
2007-09-19,926.75
2007-09-20,922.95
2007-09-21,921.05
2007-09-24,921.1
2007-09-25,919.9
2007-09-26,920.45
2007-09-27,920.25
2007-09-28,915.28
2007-10-01,913.7
2007-10-02,913.9
2007-10-03,913.9
2007-10-04,916.58
2007-10-05,916.65
2007-10-08,914.5
2007-10-09,918.58
2007-10-10,916.2
2007-10-11,917.08
2007-10-12,918.3
2007-10-15,916.9
2007-10-16,917.45
2007-10-17,918.35
2007-10-18,917.85
2007-10-19,915.85
2007-10-22,916.9
2007-10-23,917.95
2007-10-24,917.85
2007-10-25,916.55
2007-10-26,910
2007-10-29,906.88
2007-10-30,907
2007-10-31,900.75
2007-11-01,903.55
2007-11-02,907.1
2007-11-05,907.95
2007-11-06,907.75
2007-11-07,906.25
2007-11-08,908.5
2007-11-09,906.75
2007-11-12,911.18
2007-11-13,918.7
2007-11-14,913.3
2007-11-15,915.53
2007-11-16,917.4
2007-11-19,919.05
2007-11-20,922.3
2007-11-21,928.95
2007-11-22,933.52
2007-11-23,930.65
2007-11-26,929.4
2007-11-27,929.25
2007-11-28,931.5
2007-11-29,928.65
2007-11-30,921.17
2007-12-03,924.95
2007-12-04,922.5
2007-12-05,923.35
2007-12-06,922.05
2007-12-07,919.22
2007-12-10,923.75
2007-12-11,924
2007-12-12,926.45
2007-12-13,924.88
2007-12-14,930
2007-12-17,933.6
2007-12-18,939.46
2007-12-19,939.45
2007-12-20,943.65
2007-12-21,940.75
2007-12-24,939.53
2007-12-25,939.65
2007-12-26,938.85
2007-12-27,939.95
2007-12-28,936.13
2007-12-31,935.37
2008-01-02,936.95
2008-01-03,936.6
2008-01-04,938.45
2008-01-07,940.43
2008-01-08,939.22
2008-01-09,937.35
2008-01-10,937.39
2008-01-11,937.6
2008-01-14,937.33
2008-01-15,935.75
2008-01-16,939.95
2008-01-17,945.45
2008-01-18,942.75
2008-01-21,948.55
2008-01-22,954
2008-01-23,952.75
2008-01-24,949.35
2008-01-25,946.45
2008-01-28,949.8
2008-01-29,944.25
2008-01-30,944.65
2008-01-31,943.95
2008-02-01,944.2
2008-02-04,942.75
2008-02-05,941.75
2008-02-06,942.93
2008-02-07,945.25
2008-02-08,943.15
2008-02-11,945.2
2008-02-12,945.5
2008-02-13,945.9
2008-02-14,945.25
2008-02-15,945.2
2008-02-18,945.22
2008-02-19,943.85
2008-02-20,946
2008-02-21,948.4
2008-02-22,948.55
2008-02-25,947.15
2008-02-26,947.25
2008-02-27,941.05
2008-02-28,936.55
2008-02-29,939
2008-03-03,946.8
2008-03-04,947.25
2008-03-05,948.3
2008-03-06,949.55
2008-03-07,957.6
2008-03-10,965.18
2008-03-11,970.08
2008-03-12,971.3
2008-03-13,982.38
2008-03-14,997.35
2008-03-17,1029.2
2008-03-18,1014
2008-03-19,1009.33
2008-03-20,1009.9
2008-03-21,1003.15
2008-03-24,997.65
2008-03-25,976.6
2008-03-26,986.65
2008-03-27,987.6
2008-03-28,992.97
2008-03-31,990.3
2008-04-01,983.85
2008-04-02,974.6
2008-04-03,975.62
2008-04-04,973.75
2008-04-07,974.9
2008-04-08,976.15
2008-04-09,976
2008-04-10,976.29
2008-04-11,975.65
2008-04-14,979.58
2008-04-15,986.92
2008-04-16,989.46
2008-04-17,991.98
2008-04-18,1000.58
2008-04-21,991.55
2008-04-22,997.15
2008-04-23,991.1
2008-04-24,996.4
2008-04-25,995.84
2008-04-28,996.58
2008-04-29,1001
2008-04-30,1002.4
2008-05-01,1004.65
2008-05-02,1009.55
2008-05-05,1009.65
2008-05-06,1014.5
2008-05-07,1026.19
2008-05-08,1049.49
2008-05-09,1044.58
2008-05-12,1044.6
2008-05-13,1042.45
2008-05-14,1047.4
2008-05-15,1045.05
2008-05-16,1040.95
2008-05-19,1043.3
2008-05-20,1044.85
2008-05-21,1042.08
2008-05-22,1044
2008-05-23,1047.45
2008-05-26,1048.58
2008-05-27,1037.7
2008-05-28,1036.85
2008-05-29,1030.5
2008-05-30,1030.05
2008-06-02,1022.55
2008-06-03,1016.75
2008-06-04,1017.25
2008-06-05,1023.57
2008-06-06,1023.55
2008-06-09,1031.4
2008-06-10,1024.95
2008-06-11,1029.75
2008-06-12,1033.85
2008-06-13,1041.4
2008-06-16,1039.2
2008-06-17,1023.3
2008-06-18,1029.15
2008-06-19,1026.15
2008-06-20,1028.13
2008-06-23,1039
2008-06-24,1033.5
2008-06-25,1037.95
2008-06-26,1036.7
2008-06-27,1041.55
2008-06-30,1046.05
2008-07-01,1046.91
2008-07-02,1037.9
2008-07-03,1044.72
2008-07-04,1050.35
2008-07-07,1042.9
2008-07-08,1032.88
2008-07-09,1004.9
2008-07-10,1002.95
2008-07-11,1002.7
2008-07-14,1004.65
2008-07-15,1008.1
2008-07-16,1009.25
2008-07-17,1012.8
2008-07-18,1013.85
2008-07-21,1018
2008-07-22,1017.6
2008-07-23,1013.75
2008-07-24,1007.1
2008-07-25,1009.25
2008-07-28,1006.1
2008-07-29,1008.75
2008-07-30,1013.75
2008-07-31,1012.15
2008-08-01,1014.5
2008-08-04,1017.43
2008-08-05,1017.9
2008-08-06,1015.85
2008-08-07,1016.45
2008-08-08,1027.7
2008-08-11,1031.94
2008-08-12,1034.68
2008-08-13,1039.35
2008-08-14,1039.75
2008-08-15,1040.85
2008-08-18,1046.95
2008-08-19,1049.4
2008-08-20,1049.25
2008-08-21,1054.93
2008-08-22,1062.55
2008-08-25,1078.75
2008-08-26,1089.45
2008-08-27,1084.05
2008-08-28,1081.77
2008-08-29,1088.95
2008-09-01,1116.1
2008-09-02,1134.45
2008-09-03,1148.6
2008-09-04,1129.03
2008-09-05,1117.95
2008-09-08,1081.2
2008-09-09,1101.03
2008-09-10,1095.4
2008-09-11,1109.2
2008-09-12,1108.85
2008-09-15,1113.55
2008-09-16,1159.53
2008-09-17,1116.05
2008-09-18,1154.1
2008-09-19,1139.4
2008-09-22,1141.3
2008-09-23,1149.1
2008-09-24,1154.45
2008-09-25,1158.3
2008-09-26,1161.3
2008-09-29,1188.5
2008-09-30,1206.85
2008-10-01,1187.55
2008-10-02,1223.55
2008-10-03,1230.05
2008-10-06,1268.55
2008-10-07,1328.3
2008-10-08,1395.5
2008-10-09,1381.7
2008-10-10,1307.6
2008-10-13,1240.43
2008-10-14,1207.25
2008-10-15,1238.68
2008-10-16,1372.5
2008-10-17,1333.9
2008-10-20,1315
2008-10-21,1320.73
2008-10-22,1362.93
2008-10-23,1408.65
2008-10-24,1421.5
2008-10-27,1442.75
2008-10-28,1467.85
2008-10-29,1426.9
2008-10-30,1250
2008-10-31,1290.5
2008-11-03,1262
2008-11-04,1287.73
2008-11-05,1265.6
2008-11-06,1330.7
2008-11-07,1328.7
2008-11-10,1326.3
2008-11-11,1329.78
2008-11-12,1359.7
2008-11-13,1391.33
2008-11-14,1399.95
2008-11-17,1408.28
2008-11-18,1448.03
2008-11-19,1446.7
2008-11-20,1497.55
2008-11-21,1495.25
2008-11-24,1514
2008-11-25,1502.15
2008-11-26,1478.15
2008-11-27,1476.4
2008-11-28,1468.75
2008-12-01,1436.8
2008-12-02,1464.55
2008-12-03,1467.78
2008-12-04,1478.15
2008-12-05,1475.6
2008-12-08,1448.15
2008-12-09,1447.75
2008-12-10,1393.65
2008-12-11,1358.65
2008-12-12,1372.35
2008-12-15,1366.28
2008-12-16,1349.68
2008-12-17,1324.4
2008-12-18,1291.35
2008-12-19,1289.35
2008-12-22,1309
2008-12-23,1337.25
2008-12-24,1307.3
2008-12-25,1306.8
2008-12-26,1299.5
2008-12-29,1265.53
2008-12-30,1259.55
2008-12-31,1259.55
2009-01-01,1259.55
2009-01-02,1322.1
2009-01-05,1313.5
2009-01-06,1312.25
2009-01-07,1292.6
2009-01-08,1333.58
2009-01-09,1342.75
2009-01-12,1358.5
2009-01-13,1354
2009-01-14,1347.7
2009-01-15,1392.15
2009-01-16,1358.2
2009-01-19,1362.6
2009-01-20,1374.53
2009-01-21,1372.93
2009-01-22,1377.55
2009-01-23,1390.7
2009-01-26,1390.9
2009-01-27,1390.9
2009-01-28,1376.15
2009-01-29,1378.63
2009-01-30,1379.6
2009-02-02,1390.3
2009-02-03,1389.13
2009-02-04,1378.15
2009-02-05,1384.35
2009-02-06,1383.55
2009-02-09,1381
2009-02-10,1383.1
2009-02-11,1393.5
2009-02-12,1404.5
2009-02-13,1404.35
2009-02-16,1427.28
2009-02-17,1455.63
2009-02-18,1467.78
2009-02-19,1481.68
2009-02-20,1506.13
2009-02-23,1488
2009-02-24,1516.65
2009-02-25,1516.18
2009-02-26,1517.55
2009-02-27,1534.35
2009-03-02,1570.65
2009-03-03,1552.15
2009-03-04,1551.23
2009-03-05,1567.7
2009-03-06,1550.45
2009-03-09,1548.75
2009-03-10,1510.78
2009-03-11,1470.75
2009-03-12,1496.55
2009-03-13,1483.05
2009-03-16,1440.15
2009-03-17,1408.25
2009-03-18,1420.7
2009-03-19,1396.5
2009-03-20,1412.25
2009-03-23,1392.23
2009-03-24,1383.28
2009-03-25,1362.35
2009-03-26,1330.75
2009-03-27,1348.18
2009-03-30,1391.3
2009-03-31,1383.1
2009-04-01,1379.75
2009-04-02,1334.25
2009-04-03,1340.9
2009-04-06,1309.25
2009-04-07,1322.85
2009-04-08,1354.75
2009-04-09,1322.5
2009-04-10,1332.7
2009-04-13,1329.5
2009-04-14,1323.25
2009-04-15,1338.23
2009-04-16,1332.1
2009-04-17,1331.55
2009-04-20,1334.7
2009-04-21,1349.25
2009-04-22,1348.1
2009-04-23,1348.15
2009-04-24,1343.05
2009-04-27,1343.3
2009-04-28,1356.85
2009-04-29,1340.75
2009-04-30,1282.95
2009-05-01,1283
2009-05-04,1272.45
2009-05-05,1268.5
2009-05-06,1277.25
2009-05-07,1262.4
2009-05-08,1246.9
2009-05-11,1237.8
2009-05-12,1242.8
2009-05-13,1244
2009-05-14,1266.9
2009-05-15,1257
2009-05-18,1259.35
2009-05-19,1249.25
2009-05-20,1250.9
2009-05-21,1248.68
2009-05-22,1247.68
2009-05-25,1248.83
2009-05-26,1262.88
2009-05-27,1269.35
2009-05-28,1256.78
2009-05-29,1255.25
2009-06-01,1237.25
2009-06-02,1239.35
2009-06-03,1233.2
2009-06-04,1250.3
2009-06-05,1243.15
2009-06-08,1252.4
2009-06-09,1264.85
2009-06-10,1246.7
2009-06-11,1252.75
2009-06-12,1254.03
2009-06-15,1262
2009-06-16,1256.75
2009-06-17,1259.75
2009-06-18,1266.25
2009-06-19,1268.4
2009-06-22,1274.38
2009-06-23,1290.68
2009-06-24,1283.55
2009-06-25,1288.85
2009-06-26,1284.25
2009-06-29,1286
2009-06-30,1273.8
2009-07-01,1267.65
2009-07-02,1269.65
2009-07-03,1265.9
2009-07-06,1268.5
2009-07-07,1273.18
2009-07-08,1276.25
2009-07-09,1278.95
2009-07-10,1282.5
2009-07-13,1316.5
2009-07-14,1293.25
2009-07-15,1278.35
2009-07-16,1265.75
2009-07-17,1259.3
2009-07-20,1250.1
2009-07-21,1248.7
2009-07-22,1248.05
2009-07-23,1248.78
2009-07-24,1249.55
2009-07-27,1244.05
2009-07-28,1236.6
2009-07-29,1239.95
2009-07-30,1236.7
2009-07-31,1228.43
2009-08-03,1222.4
2009-08-04,1218.05
2009-08-05,1224.4
2009-08-06,1222.55
2009-08-07,1224.9
2009-08-10,1228.05
2009-08-11,1239.2
2009-08-12,1246.6
2009-08-13,1237.35
2009-08-14,1239.13
2009-08-17,1256.88
2009-08-18,1246.75
2009-08-19,1255.85
2009-08-20,1246.88
2009-08-21,1249.85
2009-08-24,1240
2009-08-25,1248.15
2009-08-26,1245.45
2009-08-27,1248.9
2009-08-28,1244.25
2009-08-31,1248.95
2009-09-01,1240.8
2009-09-02,1249.8
2009-09-03,1245.95
2009-09-04,1241.2
2009-09-07,1233.48
2009-09-08,1233.2
2009-09-09,1226.83
2009-09-10,1224.47
2009-09-11,1221.75
2009-09-14,1225.05
2009-09-15,1218.45
2009-09-16,1211.22
2009-09-17,1204.6
2009-09-18,1207.8
2009-09-21,1204.4
2009-09-22,1203.75
2009-09-23,1194.45
2009-09-24,1195.55
2009-09-25,1186
2009-09-28,1195.8
2009-09-29,1186
2009-09-30,1178.05
2009-10-01,1178.25
2009-10-02,1174.3
2009-10-05,1173.75
2009-10-06,1170.18
2009-10-07,1170.53
2009-10-08,1167.15
2009-10-09,1164.38
2009-10-12,1169.95
2009-10-13,1168.8
2009-10-14,1164.8
2009-10-15,1155.15
2009-10-16,1164
2009-10-19,1171.2
2009-10-20,1165.83
2009-10-21,1179.1
2009-10-22,1189.75
2009-10-23,1181.25
2009-10-26,1177.9
2009-10-27,1184.5
2009-10-28,1195.35
2009-10-29,1195.9
2009-10-30,1182.05
2009-11-02,1182.5
2009-11-03,1182.05
2009-11-04,1178.4
2009-11-05,1179.72
2009-11-06,1167.45
2009-11-09,1160.8
2009-11-10,1162
2009-11-11,1157.95
2009-11-12,1157.5
2009-11-13,1160.33
2009-11-16,1154.93
2009-11-17,1154.3
2009-11-18,1153.13
2009-11-19,1157.15
2009-11-20,1159.05
2009-11-23,1155.78
2009-11-24,1156.85
2009-11-25,1153.4
2009-11-26,1155.35
2009-11-27,1175.35
2009-11-30,1162.85
2009-12-01,1161.13
2009-12-02,1153.93
2009-12-03,1155.2
2009-12-04,1152.93
2009-12-07,1153.38
2009-12-08,1155.2
2009-12-09,1161.7
2009-12-10,1165.43
2009-12-11,1164.05
2009-12-14,1157.13
2009-12-15,1161.55
2009-12-16,1165
2009-12-17,1177.85
2009-12-18,1176
2009-12-21,1183.65
2009-12-22,1180.05
2009-12-23,1183.6
2009-12-24,1175.05
2009-12-25,1174.6
2009-12-28,1170.18
2009-12-29,1171.25
2009-12-30,1164.7
2009-12-31,1164
2010-01-04,1154.6
2010-01-05,1140.5
2010-01-06,1136.4
2010-01-07,1135.35
2010-01-08,1130.75
2010-01-11,1119.95
2010-01-12,1123.75
2010-01-13,1125.45
2010-01-14,1120.75
2010-01-15,1123.08
2010-01-18,1124.6
2010-01-19,1127.3
2010-01-20,1138.05
2010-01-21,1137.3
2010-01-22,1150.85
2010-01-25,1150.15
2010-01-26,1163.25
2010-01-27,1159.9
2010-01-28,1151.5
2010-01-29,1161.65
2010-02-01,1169.45
2010-02-02,1159.83
2010-02-03,1149.25
2010-02-04,1150.9
2010-02-05,1169.45
2010-02-08,1171.88
2010-02-09,1163.75
2010-02-10,1160.2
2010-02-11,1156.85
2010-02-12,1151.4
2010-02-15,1156
2010-02-16,1151.55
2010-02-17,1142.2
2010-02-18,1150.47
2010-02-19,1160.5
2010-02-22,1147.4
2010-02-23,1148.3
2010-02-24,1153.25
2010-02-25,1163.25
2010-02-26,1159.85
2010-03-01,1154.15
2010-03-02,1152.65
2010-03-03,1146.4
2010-03-04,1145.35
2010-03-05,1140.3
2010-03-08,1132.53
2010-03-09,1134.68
2010-03-10,1130.93
2010-03-11,1133.43
2010-03-12,1128.2
2010-03-15,1134.75
2010-03-16,1132.65
2010-03-17,1128.4
2010-03-18,1133.85
2010-03-19,1132.8
2010-03-22,1135.6
2010-03-23,1136.9
2010-03-24,1137.8
2010-03-25,1142.45
2010-03-26,1138.8
2010-03-29,1135.38
2010-03-30,1130.1
2010-03-31,1131.3
2010-04-01,1126.25
2010-04-02,1125.85
2010-04-05,1123.05
2010-04-06,1123.1
2010-04-07,1120.6
2010-04-08,1123.25
2010-04-09,1118.15
2010-04-12,1114.13
2010-04-13,1123.9
2010-04-14,1112.15
2010-04-15,1107.55
2010-04-16,1110.23
2010-04-19,1118
2010-04-20,1117.85
2010-04-21,1107.65
2010-04-22,1108.15
2010-04-23,1108.85
2010-04-26,1103.8
2010-04-27,1110.15
2010-04-28,1118.75
2010-04-29,1114.85
2010-04-30,1108.3
2010-05-03,1118.4
2010-05-04,1115.35
2010-05-05,1132.5
2010-05-06,1141.4
2010-05-07,1155.45
2010-05-10,1132.08
2010-05-11,1135.78
2010-05-12,1143.7
2010-05-13,1128.1
2010-05-14,1130.93
2010-05-17,1153.8
2010-05-18,1146.58
2010-05-19,1165.08
2010-05-20,1194.8
2010-05-21,1228.5
2010-05-24,1214.25
2010-05-25,1251.1
2010-05-26,1252.28
2010-05-27,1224.1
2010-05-28,1194.6
2010-05-31,1202.24
2010-06-01,1216.18
2010-06-02,1234.5
2010-06-03,1197.65
2010-06-04,1201.8
2010-06-07,1235.35
2010-06-08,1233.48
2010-06-09,1248.83
2010-06-10,1251.05
2010-06-11,1246.1
2010-06-14,1222.15
2010-06-15,1227.6
2010-06-16,1210.75
2010-06-17,1213.4
2010-06-18,1202.65
2010-06-21,1171.95
2010-06-22,1182
2010-06-23,1187.5
2010-06-24,1189.45
2010-06-25,1215.19
2010-06-28,1201.89
2010-06-29,1216.76
2010-06-30,1221.8
2010-07-01,1228.65
2010-07-02,1228.75
2010-07-05,1223.03
2010-07-06,1222.5
2010-07-07,1222.98
2010-07-08,1209.4
2010-07-09,1195.85
2010-07-12,1201.86
2010-07-13,1212.3
2010-07-14,1202.33
2010-07-15,1202.65
2010-07-16,1203.39
2010-07-19,1215.65
2010-07-20,1205.71
2010-07-21,1204.5
2010-07-22,1204
2010-07-23,1199.15
2010-07-26,1191.3
2010-07-27,1181.43
2010-07-28,1184.2
2010-07-29,1186.5
2010-07-30,1182.75
2010-08-02,1172.45
2010-08-03,1171.43
2010-08-04,1168.43
2010-08-05,1166.45
2010-08-06,1161.9
2010-08-09,1160
2010-08-10,1168.68
2010-08-11,1182.5
2010-08-12,1186.18
2010-08-13,1183.7
2010-08-16,1187.3
2010-08-17,1176.2
2010-08-18,1174.53
2010-08-19,1172.7
2010-08-20,1183.13
2010-08-23,1181.95
2010-08-24,1191.15
2010-08-25,1196
2010-08-26,1189.95
2010-08-27,1196.76
2010-08-30,1192.13
2010-08-31,1198.83
2010-09-01,1184.78
2010-09-02,1180.9
2010-09-03,1175.1
2010-09-06,1170.45
2010-09-07,1176.7
2010-09-08,1172.8
2010-09-09,1167.48
2010-09-10,1165.85
2010-09-13,1160.9
2010-09-14,1161.8
2010-09-15,1161.15
2010-09-16,1164.6
2010-09-17,1160.7
2010-09-20,1161.3
2010-09-21,1161.04
2010-09-22,1155.98
2010-09-23,1151.4
2010-09-24,1155.25
2010-09-27,1148.35
2010-09-28,1146.25
2010-09-29,1142.3
2010-09-30,1140.15
2010-10-01,1130.37
2010-10-04,1122.38
2010-10-05,1130.65
2010-10-06,1118
2010-10-07,1114.73
2010-10-08,1120.25
2010-10-11,1116.82
2010-10-12,1131.62
2010-10-13,1120.7
2010-10-14,1111.1
2010-10-15,1111.45
2010-10-18,1119.05
2010-10-19,1130.62
2010-10-20,1126.95
2010-10-21,1129.3
2010-10-22,1123.15
2010-10-25,1116.1
2010-10-26,1116.82
2010-10-27,1128.2
2010-10-28,1123.8
2010-10-29,1125.25
2010-11-01,1116.6
2010-11-02,1113.6
2010-11-03,1110.2
2010-11-04,1107.65
2010-11-05,1107.32
2010-11-08,1113.3
2010-11-09,1113.3
2010-11-10,1110.38
2010-11-11,1107.9
2010-11-12,1127.77
2010-11-15,1131.9
2010-11-16,1129.48
2010-11-17,1144.67
2010-11-18,1134.7
2010-11-19,1133.73
2010-11-22,1125.7
2010-11-23,1137.5
2010-11-24,1142.47
2010-11-25,1137.82
2010-11-26,1159.73
2010-11-29,1152.62
2010-11-30,1159.6
2010-12-01,1151.25
2010-12-02,1149.3
2010-12-03,1138.75
2010-12-06,1133.15
2010-12-07,1131.32
2010-12-08,1146.08
2010-12-09,1139.45
2010-12-10,1143.48
2010-12-13,1145.8
2010-12-14,1140.25
2010-12-15,1154.9
2010-12-16,1152.33
2010-12-17,1152.55
2010-12-20,1150.45
2010-12-21,1154.9
2010-12-22,1154
2010-12-23,1148.82
2010-12-24,1150.67
2010-12-27,1149.1
2010-12-28,1147.9
2010-12-29,1146.37
2010-12-30,1135.42
2010-12-31,1126
2011-01-03,1126.48
2011-01-04,1120.98
2011-01-05,1126.02
2011-01-06,1119.93
2011-01-07,1122.17
