Date,USDKRW Curncy
2001-09-28,1304.5
2001-10-01,1304
2001-10-02,1317.25
2001-10-03,1313.5
2001-10-04,1307.5
2001-10-05,1307.5
2001-10-08,1313
2001-10-09,1307.5
2001-10-10,1308.8
2001-10-11,1298.51
2001-10-12,1296.5
2001-10-15,1297
2001-10-16,1297.51
2001-10-17,1297.5
2001-10-18,1297.5
2001-10-19,1299.5
2001-10-22,1300.5
2001-10-23,1305
2001-10-24,1293.5
2001-10-25,1293
2001-10-26,1294
2001-10-29,1294.5
2001-10-30,1294.5
2001-10-31,1290.5
2001-11-01,1289.15
2001-11-02,1289.15
2001-11-05,1297.5
2001-11-06,1292.1
2001-11-07,1287.5
2001-11-08,1281
2001-11-09,1278.5
2001-11-12,1284.8
2001-11-13,1283
2001-11-14,1279
2001-11-15,1285.5
2001-11-16,1277.5
2001-11-19,1284.5
2001-11-20,1278.5
2001-11-21,1275.5
2001-11-22,1277.55
2001-11-23,1274.6
2001-11-26,1262.5
2001-11-27,1258.6
2001-11-28,1269
2001-11-29,1266
2001-11-30,1273
2001-12-03,1272.5
2001-12-04,1271.1
2001-12-05,1264.35
2001-12-06,1269.4
2001-12-07,1269
2001-12-10,1276
2001-12-11,1273.3
2001-12-12,1271.5
2001-12-13,1266.5
2001-12-14,1280.5
2001-12-17,1288
2001-12-18,1289.75
2001-12-19,1286.5
2001-12-20,1295.5
2001-12-21,1301.5
2001-12-24,1303
2001-12-25,1308.25
2001-12-26,1311
2001-12-27,1324
2001-12-28,1323
2001-12-31,1313.5
2002-01-01,1313.5
2002-01-02,1313.5
2002-01-03,1309.5
2002-01-04,1302.5
2002-01-07,1301.5
2002-01-08,1308.5
2002-01-09,1309.5
2002-01-10,1312
2002-01-11,1310.5
2002-01-14,1312
2002-01-15,1316.5
2002-01-16,1310
2002-01-17,1315.5
2002-01-18,1318
2002-01-21,1317
2002-01-22,1331.5
2002-01-23,1331.5
2002-01-24,1330.5
2002-01-25,1327.5
2002-01-28,1316
2002-01-29,1307
2002-01-30,1310.5
2002-01-31,1311.5
2002-02-01,1315.5
2002-02-04,1310.5
2002-02-05,1311.5
2002-02-06,1312.5
2002-02-07,1318
2002-02-08,1320.5
2002-02-11,1314
2002-02-12,1316
2002-02-13,1315
2002-02-14,1316.5
2002-02-15,1311.5
2002-02-18,1312.5
2002-02-19,1319.5
2002-02-20,1319
2002-02-21,1319.5
2002-02-22,1321.5
2002-02-25,1320.5
2002-02-26,1326.5
2002-02-27,1325.5
2002-02-28,1318
2002-03-01,1321
2002-03-04,1314
2002-03-05,1312.5
2002-03-06,1316.3
2002-03-07,1314.7
2002-03-08,1314.3
2002-03-11,1311
2002-03-12,1310.5
2002-03-13,1320.2
2002-03-14,1322.2
2002-03-15,1319.1
2002-03-18,1325.5
2002-03-19,1322.5
2002-03-20,1320.5
2002-03-21,1326.7
2002-03-22,1328.4
2002-03-25,1331.6
2002-03-26,1329.3
2002-03-27,1326.95
2002-03-28,1326.95
2002-03-29,1327
2002-04-01,1326
2002-04-02,1321.5
2002-04-03,1328.7
2002-04-04,1330.05
2002-04-05,1330.5
2002-04-08,1324.5
2002-04-09,1325
2002-04-10,1325
2002-04-11,1329.5
2002-04-12,1329.5
2002-04-15,1327.8
2002-04-16,1322.5
2002-04-17,1318.75
2002-04-18,1313.15
2002-04-19,1312.1
2002-04-22,1308.85
2002-04-23,1306.25
2002-04-24,1307
2002-04-25,1290.5
2002-04-26,1297.65
2002-04-29,1292
2002-04-30,1294.05
2002-05-01,1290.5
2002-05-02,1288
2002-05-03,1283.8
2002-05-06,1281.3
2002-05-07,1275
2002-05-08,1285.3
2002-05-09,1280
2002-05-10,1280
2002-05-13,1277.3
2002-05-14,1279.3
2002-05-15,1272
2002-05-16,1262
2002-05-17,1261.6
2002-05-20,1253.5
2002-05-21,1242
2002-05-22,1247.3
2002-05-23,1246.5
2002-05-24,1243.5
2002-05-27,1223.8
2002-05-28,1234
2002-05-29,1233.9
2002-05-30,1229.55
2002-05-31,1221.5
2002-06-03,1226.4
2002-06-04,1220.1
2002-06-05,1224.2
2002-06-06,1224.35
2002-06-07,1228
2002-06-10,1232
2002-06-11,1221
2002-06-12,1217
2002-06-13,1233.4
2002-06-14,1236.1
2002-06-17,1230.25
2002-06-18,1234.05
2002-06-19,1230.3
2002-06-20,1224.85
2002-06-21,1219.45
2002-06-24,1213.6
2002-06-25,1213.6
2002-06-26,1203.85
2002-06-27,1200.5
2002-06-28,1201.25
2002-07-01,1202.5
2002-07-02,1205.75
2002-07-03,1202.5
2002-07-04,1200.5
2002-07-05,1197.5
2002-07-08,1191.4
2002-07-09,1182.3
2002-07-10,1177.5
2002-07-11,1179.65
2002-07-12,1182.7
2002-07-15,1176.5
2002-07-16,1169.5
2002-07-17,1171.85
2002-07-18,1171.5
2002-07-19,1170.6
2002-07-22,1165.4
2002-07-23,1173.1
2002-07-24,1174.9
2002-07-25,1171.25
2002-07-26,1190.45
2002-07-29,1200.15
2002-07-30,1193.15
2002-07-31,1188
2002-08-01,1182.85
2002-08-02,1184.5
2002-08-05,1197.75
2002-08-06,1209.25
2002-08-07,1203.45
2002-08-08,1207
2002-08-09,1202
2002-08-12,1201
2002-08-13,1199
2002-08-14,1181.5
2002-08-15,1183.5
2002-08-16,1188.95
2002-08-19,1194.3
2002-08-20,1192.5
2002-08-21,1192.2
2002-08-22,1194.5
2002-08-23,1202.55
2002-08-26,1205.3
2002-08-27,1199.8
2002-08-28,1197.5
2002-08-29,1201.05
2002-08-30,1201.95
2002-09-02,1202.3
2002-09-03,1199
2002-09-04,1195.3
2002-09-05,1191.5
2002-09-06,1196.5
2002-09-09,1196.85
2002-09-10,1194.5
2002-09-11,1205
2002-09-12,1201.5
2002-09-13,1203.85
2002-09-16,1220.05
2002-09-17,1218.6
2002-09-18,1213
2002-09-19,1209.3
2002-09-20,1209.4
2002-09-23,1221.5
2002-09-24,1225
2002-09-25,1229
2002-09-26,1228.65
2002-09-27,1227.95
2002-09-30,1222.5
2002-10-01,1229.5
2002-10-02,1230.45
2002-10-03,1230.4
2002-10-04,1230.5
2002-10-07,1240.8
2002-10-08,1247.15
2002-10-09,1243.5
2002-10-10,1258.5
2002-10-11,1259.3
2002-10-14,1259.5
2002-10-15,1265.5
2002-10-16,1246.95
2002-10-17,1246
2002-10-18,1246.9
2002-10-21,1243.3
2002-10-22,1243.15
2002-10-23,1232.2
2002-10-24,1236.5
2002-10-25,1231.75
2002-10-28,1233.3
2002-10-29,1227
2002-10-30,1232.1
2002-10-31,1220
2002-11-01,1220.5
2002-11-04,1218.9
2002-11-05,1216.9
2002-11-06,1222
2002-11-07,1217.2
2002-11-08,1198.5
2002-11-11,1197.5
2002-11-12,1203.5
2002-11-13,1202.3
2002-11-14,1208.5
2002-11-15,1210
2002-11-18,1209.35
2002-11-19,1208.65
2002-11-20,1216.55
2002-11-21,1213.4
2002-11-22,1211.95
2002-11-25,1212.5
2002-11-26,1206.15
2002-11-27,1204.5
2002-11-28,1207.75
2002-11-29,1208.75
2002-12-02,1212.4
2002-12-03,1217
2002-12-04,1216.5
2002-12-05,1226.25
2002-12-06,1221
2002-12-09,1212.6
2002-12-10,1217.3
2002-12-11,1208
2002-12-12,1206
2002-12-13,1204.5
2002-12-16,1203.2
2002-12-17,1195.9
2002-12-18,1203.45
2002-12-19,1201.5
2002-12-20,1204.7
2002-12-23,1201.6
2002-12-24,1207
2002-12-25,1200.65
2002-12-26,1199.9
2002-12-27,1198
2002-12-30,1196
2002-12-31,1185.7
2003-01-01,1186.05
2003-01-02,1192.7
2003-01-03,1196.95
2003-01-06,1188.95
2003-01-07,1186.55
2003-01-08,1181
2003-01-09,1178.5
2003-01-10,1178.6
2003-01-13,1178.5
2003-01-14,1171
2003-01-15,1175.4
2003-01-16,1173.4
2003-01-17,1173.45
2003-01-20,1173.75
2003-01-21,1176
2003-01-22,1176.75
2003-01-23,1173
2003-01-24,1166.5
2003-01-27,1171
2003-01-28,1170.25
2003-01-29,1170
2003-01-30,1171.75
2003-01-31,1174
2003-02-03,1180
2003-02-04,1177.3
2003-02-05,1174.25
2003-02-06,1176.6
2003-02-07,1184
2003-02-10,1195
2003-02-11,1209.2
2003-02-12,1199.5
2003-02-13,1202.9
2003-02-14,1204
2003-02-17,1206
2003-02-18,1200.5
2003-02-19,1195
2003-02-20,1189
2003-02-21,1192.15
2003-02-24,1192.25
2003-02-25,1185.15
2003-02-26,1188.6
2003-02-27,1186.85
2003-02-28,1193.65
2003-03-03,1194.25
2003-03-04,1193.05
2003-03-05,1199.15
2003-03-06,1210.5
2003-03-07,1218.85
2003-03-10,1238.7
2003-03-11,1229.95
2003-03-12,1243.8
2003-03-13,1245.75
2003-03-14,1241.35
2003-03-17,1247.4
2003-03-18,1253.75
2003-03-19,1256.85
2003-03-20,1245.95
2003-03-21,1247.7
2003-03-24,1250.9
2003-03-25,1250.4
2003-03-26,1244.4
2003-03-27,1246.9
2003-03-28,1255.3
2003-03-31,1254.45
2003-04-01,1256.55
2003-04-02,1254.1
2003-04-03,1254.9
2003-04-04,1257.95
2003-04-07,1257.6
2003-04-08,1253.4
2003-04-09,1252.15
2003-04-10,1229.75
2003-04-11,1229.6
2003-04-14,1224
2003-04-15,1217.45
2003-04-16,1214.95
2003-04-17,1206.4
2003-04-18,1203.9
2003-04-21,1208.35
2003-04-22,1219.55
2003-04-23,1218.95
2003-04-24,1220.45
2003-04-25,1237.85
2003-04-28,1222.75
2003-04-29,1218.05
2003-04-30,1215.25
2003-05-01,1215.25
2003-05-02,1212.3
2003-05-05,1212.3
2003-05-06,1203.95
2003-05-07,1199
2003-05-08,1198.8
2003-05-09,1200.25
2003-05-12,1195.45
2003-05-13,1199.55
2003-05-14,1200.05
2003-05-15,1196.4
2003-05-16,1199.85
2003-05-19,1192.9
2003-05-20,1198.7
2003-05-21,1194.25
2003-05-22,1195.3
2003-05-23,1194.2
2003-05-26,1199
2003-05-27,1198.55
2003-05-28,1200.45
2003-05-29,1207.05
2003-05-30,1206
2003-06-02,1205.45
2003-06-03,1201.45
2003-06-04,1200.35
2003-06-05,1200.25
2003-06-06,1200.28
2003-06-09,1195.85
2003-06-10,1194.35
2003-06-11,1195.3
2003-06-12,1193.3
2003-06-13,1191.95
2003-06-16,1190.2
2003-06-17,1184.5
2003-06-18,1184.95
2003-06-19,1195.5
2003-06-20,1190.55
2003-06-23,1190.25
2003-06-24,1190.25
2003-06-25,1187.2
2003-06-26,1186.7
2003-06-27,1194.45
2003-06-30,1193.05
2003-07-01,1191
2003-07-02,1187.15
2003-07-03,1183.55
2003-07-04,1180.5
2003-07-07,1182
2003-07-08,1180.2
2003-07-09,1179.1
2003-07-10,1178.45
2003-07-11,1178.5
2003-07-14,1176.25
2003-07-15,1176.05
2003-07-16,1176.5
2003-07-17,1178
2003-07-18,1182.55
2003-07-21,1178.5
2003-07-22,1182.9
2003-07-23,1180.85
2003-07-24,1179.7
2003-07-25,1180.15
2003-07-28,1178.75
2003-07-29,1178.6
2003-07-30,1179.9
2003-07-31,1180
2003-08-01,1184.2
2003-08-04,1181.15
2003-08-05,1187.75
2003-08-06,1185
2003-08-07,1184.95
2003-08-08,1181.05
2003-08-11,1179.5
2003-08-12,1178.5
2003-08-13,1179.75
2003-08-14,1177
2003-08-15,1177
2003-08-18,1178.5
2003-08-19,1179.15
2003-08-20,1175.55
2003-08-21,1172.5
2003-08-22,1169.7
2003-08-25,1170.5
2003-08-26,1169.5
2003-08-27,1177.9
2003-08-28,1178.5
2003-08-29,1178.35
2003-09-01,1175.45
2003-09-02,1178.1
2003-09-03,1174.3
2003-09-04,1175.75
2003-09-05,1170.25
2003-09-08,1171.45
2003-09-09,1170.1
2003-09-10,1170.1
2003-09-11,1170.2
2003-09-12,1170.1
2003-09-15,1172.75
2003-09-16,1169.95
2003-09-17,1171
2003-09-18,1169.95
2003-09-19,1167.9
2003-09-22,1151.5
2003-09-23,1150.5
2003-09-24,1150.5
2003-09-25,1151.5
2003-09-26,1150.5
2003-09-29,1150.55
2003-09-30,1150.1
2003-10-01,1151.75
2003-10-02,1150.05
2003-10-03,1150.05
2003-10-06,1151.25
2003-10-07,1151.1
2003-10-08,1149.75
2003-10-09,1149.5
2003-10-10,1145.75
2003-10-13,1146.75
2003-10-14,1174
2003-10-15,1174
2003-10-16,1174.88
2003-10-17,1172.25
2003-10-20,1179.75
2003-10-21,1186.25
2003-10-22,1181.25
2003-10-23,1189.5
2003-10-24,1185.65
2003-10-27,1182.75
2003-10-28,1187.75
2003-10-29,1178.1
2003-10-30,1178
2003-10-31,1183.63
2003-11-03,1189.5
2003-11-04,1185.25
2003-11-05,1184.5
2003-11-06,1181.55
2003-11-07,1179
2003-11-10,1174.5
2003-11-11,1177.55
2003-11-12,1174.4
2003-11-13,1171.65
2003-11-14,1171.6
2003-11-17,1182.75
2003-11-18,1180
2003-11-19,1176.65
2003-11-20,1191.7
2003-11-21,1195.5
2003-11-24,1203.18
2003-11-25,1202.9
2003-11-26,1202.5
2003-11-27,1203.05
2003-11-28,1202.05
2003-12-01,1199.6
2003-12-02,1199.45
2003-12-03,1195.5
2003-12-04,1191.15
2003-12-05,1190.5
2003-12-08,1186.25
2003-12-09,1186.7
2003-12-10,1189.75
2003-12-11,1187.6
2003-12-12,1185.05
2003-12-15,1182.8
2003-12-16,1190.5
2003-12-17,1190.5
2003-12-18,1190.75
2003-12-19,1190.65
2003-12-22,1194.45
2003-12-23,1195.5
2003-12-24,1199.35
2003-12-25,1199.65
2003-12-26,1199.85
2003-12-29,1197.95
2003-12-30,1197.25
2003-12-31,1192.1
2004-01-01,1192.05
2004-01-02,1195.05
2004-01-05,1192.25
2004-01-06,1186.95
2004-01-07,1186.75
2004-01-08,1181.5
2004-01-09,1181.6
2004-01-12,1175.75
2004-01-13,1181
2004-01-14,1180.5
2004-01-15,1184.98
2004-01-16,1186.1
2004-01-19,1185.2
2004-01-20,1188.25
2004-01-21,1188.5
2004-01-22,1188
2004-01-23,1184.8
2004-01-26,1180.65
2004-01-27,1180.5
2004-01-28,1171.6
2004-01-29,1172.45
2004-01-30,1173.5
2004-02-02,1170.88
2004-02-03,1168.28
2004-02-04,1168.3
2004-02-05,1166.35
2004-02-06,1167.75
2004-02-09,1166.4
2004-02-10,1162.05
2004-02-11,1160.18
2004-02-12,1160.45
2004-02-13,1156.5
2004-02-16,1158.5
2004-02-17,1156.25
2004-02-18,1155.58
2004-02-19,1166.08
2004-02-20,1167.13
2004-02-23,1179.88
2004-02-24,1176.53
2004-02-25,1170.18
2004-02-26,1171.78
2004-02-27,1176.53
2004-03-01,1176.53
2004-03-02,1173.5
2004-03-03,1177.58
2004-03-04,1170.58
2004-03-05,1172.9
2004-03-08,1173.55
2004-03-09,1175.08
2004-03-10,1172.88
2004-03-11,1169.45
2004-03-12,1180.5
2004-03-15,1175.38
2004-03-16,1170.88
2004-03-17,1165.05
2004-03-18,1159.93
2004-03-19,1158.3
2004-03-22,1160.5
2004-03-23,1156.18
2004-03-24,1154.78
2004-03-25,1157.38
2004-03-26,1157.78
2004-03-29,1154.48
2004-03-30,1153.28
2004-03-31,1147.28
2004-04-01,1141.18
2004-04-02,1141.68
2004-04-05,1141.55
2004-04-06,1150.18
2004-04-07,1143.28
2004-04-08,1140.3
2004-04-09,1143.95
2004-04-12,1141.88
2004-04-13,1141.18
2004-04-14,1154.23
2004-04-15,1150.2
2004-04-16,1160.15
2004-04-19,1155
2004-04-20,1151.2
2004-04-21,1155.13
2004-04-22,1159.73
2004-04-23,1158.45
2004-04-26,1155.08
2004-04-27,1152.13
2004-04-28,1156.2
2004-04-29,1170.93
2004-04-30,1173.35
2004-05-03,1171.95
2004-05-04,1173.5
2004-05-05,1169.95
2004-05-06,1166.05
2004-05-07,1171.25
2004-05-10,1183.15
2004-05-11,1188.25
2004-05-12,1181.45
2004-05-13,1185.55
2004-05-14,1186.95
2004-05-17,1183.4
2004-05-18,1181.9
2004-05-19,1177.5
2004-05-20,1179.8
2004-05-21,1175.25
2004-05-24,1177.25
2004-05-25,1178.5
2004-05-26,1177.6
2004-05-27,1169.85
2004-05-28,1164.9
2004-05-31,1160.1
2004-06-01,1160.55
2004-06-02,1165.2
2004-06-03,1164.45
2004-06-04,1163.75
2004-06-07,1158.2
2004-06-08,1157.85
2004-06-09,1154.15
2004-06-10,1159.35
2004-06-11,1163.95
2004-06-14,1161.3
2004-06-15,1160.5
2004-06-16,1157.15
2004-06-17,1157.35
2004-06-18,1160.05
2004-06-21,1156.75
2004-06-22,1158.35
2004-06-23,1159.8
2004-06-24,1155.65
2004-06-25,1149
2004-06-28,1152.45
2004-06-29,1151.85
2004-06-30,1155.45
2004-07-01,1152.6
2004-07-02,1155.05
2004-07-05,1152.75
2004-07-06,1154.85
2004-07-07,1151.5
2004-07-08,1149.95
2004-07-09,1149.25
2004-07-12,1147.65
2004-07-13,1149.75
2004-07-14,1152.9
2004-07-15,1161.15
2004-07-16,1164.6
2004-07-19,1157.55
2004-07-20,1160.6
2004-07-21,1159.05
2004-07-22,1162.35
2004-07-23,1166.25
2004-07-26,1161.45
2004-07-27,1164.85
2004-07-28,1167.3
2004-07-29,1168.25
2004-07-30,1170.1
2004-08-02,1164.85
2004-08-03,1165.1
2004-08-04,1167.55
2004-08-05,1163.35
2004-08-06,1162.2
2004-08-09,1156.7
2004-08-10,1154.95
2004-08-11,1159.5
2004-08-12,1157.5
2004-08-13,1161.7
2004-08-16,1159.15
2004-08-17,1157.65
2004-08-18,1157.75
2004-08-19,1155.15
2004-08-20,1154.35
2004-08-23,1153.1
2004-08-24,1154.05
2004-08-25,1156.35
2004-08-26,1153.65
2004-08-27,1152.75
2004-08-30,1152.45
2004-08-31,1152.45
2004-09-01,1151.15
2004-09-02,1150.45
2004-09-03,1150.1
2004-09-06,1152.85
2004-09-07,1150.75
2004-09-08,1149.15
2004-09-09,1145.5
2004-09-10,1145.85
2004-09-13,1145.05
2004-09-14,1145.6
2004-09-15,1144.15
2004-09-16,1145.75
2004-09-17,1146.55
2004-09-20,1146.25
2004-09-21,1146.95
2004-09-22,1144.25
2004-09-23,1146.4
2004-09-24,1149
2004-09-27,1149.5
2004-09-28,1157.9
2004-09-29,1153.15
2004-09-30,1151.85
2004-10-01,1148.9
2004-10-04,1149.65
2004-10-05,1148.7
2004-10-06,1152.45
2004-10-07,1150.15
2004-10-08,1148
2004-10-11,1146.1
2004-10-12,1145.9
2004-10-13,1147.4
2004-10-14,1144.6
2004-10-15,1145.45
2004-10-18,1143.15
2004-10-19,1144.4
2004-10-20,1142.35
2004-10-21,1141.2
2004-10-22,1140.6
2004-10-25,1133.5
2004-10-26,1131.5
2004-10-27,1128.35
2004-10-28,1124.95
2004-10-29,1119.35
2004-11-01,1118.95
2004-11-02,1114.85
2004-11-03,1116.15
2004-11-04,1113.35
2004-11-05,1110.55
2004-11-08,1105.25
2004-11-09,1103.05
2004-11-10,1110.4
2004-11-11,1111.5
2004-11-12,1100.15
2004-11-15,1092.2
2004-11-16,1090.4
2004-11-17,1080.8
2004-11-18,1065.65
2004-11-19,1068.75
2004-11-22,1065.35
2004-11-23,1065.75
2004-11-24,1066.65
2004-11-25,1057.2
2004-11-26,1046.5
2004-11-29,1047.05
2004-11-30,1048.5
2004-12-01,1046.05
2004-12-02,1041.45
2004-12-03,1044.9
2004-12-06,1040.35
2004-12-07,1041.85
2004-12-08,1058.7
2004-12-09,1055.4
2004-12-10,1067.4
2004-12-13,1061.8
2004-12-14,1058.5
2004-12-15,1061
2004-12-16,1056.5
2004-12-17,1060.05
2004-12-20,1058.15
2004-12-21,1055.65
2004-12-22,1053.7
2004-12-23,1050.55
2004-12-24,1047.95
2004-12-27,1046.65
2004-12-28,1042.45
2004-12-29,1041.1
2004-12-30,1041.1
2004-12-31,1035.1
2005-01-03,1038.1
2005-01-04,1038.6
2005-01-05,1046.35
2005-01-06,1058.9
2005-01-07,1051.2
2005-01-10,1053.65
2005-01-11,1045.5
2005-01-12,1042
2005-01-13,1036.65
2005-01-14,1042.85
2005-01-17,1036
2005-01-18,1035.85
2005-01-19,1030.85
2005-01-20,1032
2005-01-21,1038
2005-01-24,1032.25
2005-01-25,1031
2005-01-26,1031.6
2005-01-27,1028
2005-01-28,1023.8
2005-01-31,1026
2005-02-01,1027.85
2005-02-02,1027.85
2005-02-03,1025.1
2005-02-04,1026.95
2005-02-07,1026
2005-02-08,1036.5
2005-02-09,1033.38
2005-02-10,1039.5
2005-02-11,1033.25
2005-02-14,1025
2005-02-15,1026.3
2005-02-16,1027.03
2005-02-17,1025.65
2005-02-18,1024.05
2005-02-21,1023.03
2005-02-22,1003.03
2005-02-23,1003.03
2005-02-24,1006.45
2005-02-25,1008.03
2005-02-28,1004.03
2005-03-01,1004.03
2005-03-02,1007.03
2005-03-03,1006.03
2005-03-04,1008.3
2005-03-07,1004.65
2005-03-08,1004.3
2005-03-09,1001
2005-03-10,1000.25
2005-03-11,999.85
2005-03-14,1000.7
2005-03-15,1003.85
2005-03-16,1003.75
2005-03-17,1000.85
2005-03-18,1004.45
2005-03-21,1009.5
2005-03-22,1009.6
2005-03-23,1008.4
2005-03-24,1013.45
2005-03-25,1014.3
2005-03-28,1016.85
2005-03-29,1024.5
2005-03-30,1023.5
2005-03-31,1015.45
2005-04-01,1012
2005-04-04,1013.45
2005-04-05,1013.45
2005-04-06,1013.4
2005-04-07,1012.3
2005-04-08,1015.15
2005-04-11,1015.5
2005-04-12,1016.5
2005-04-13,1011.5
2005-04-14,1017.5
2005-04-15,1022
2005-04-18,1018
2005-04-19,1013.5
2005-04-20,1005.5
2005-04-21,1008.5
2005-04-22,1004
2005-04-25,999
2005-04-26,998.8
2005-04-27,1002.9
2005-04-28,1002.5
2005-04-29,997.1
2005-05-02,1001.5
2005-05-03,1002.5
2005-05-04,999.7
2005-05-05,999.7
2005-05-06,997.5
2005-05-09,1000.5
2005-05-10,999.11
2005-05-11,1002
2005-05-12,999.6
2005-05-13,1000.5
2005-05-16,1009.5
2005-05-17,1004.5
2005-05-18,998.5
2005-05-19,1004.5
2005-05-20,1008
2005-05-23,1004.5
2005-05-24,996.5
2005-05-25,1000.5
2005-05-26,1001.5
2005-05-27,1002.5
2005-05-30,1002.55
2005-05-31,1008
2005-06-01,1010.5
2005-06-02,1013.5
2005-06-03,1007.5
2005-06-06,1007
2005-06-07,1005.5
2005-06-08,1005.7
2005-06-09,1003.5
2005-06-10,1009.5
2005-06-13,1017.5
2005-06-14,1014.65
2005-06-15,1013.5
2005-06-16,1014
2005-06-17,1009
2005-06-20,1012.6
2005-06-21,1008.5
2005-06-22,1010.65
2005-06-23,1010.9
2005-06-24,1013.9
2005-06-27,1012.5
2005-06-28,1023.5
2005-06-29,1028.9
2005-06-30,1034.5
2005-07-01,1033.5
2005-07-04,1040.4
2005-07-05,1049.5
2005-07-06,1048.2
2005-07-07,1051.5
2005-07-08,1054
2005-07-11,1040.95
2005-07-12,1035.5
2005-07-13,1037.5
2005-07-14,1031.5
2005-07-15,1038.5
2005-07-18,1036.96
2005-07-19,1039.8
2005-07-20,1044.5
2005-07-21,1019
2005-07-22,1020
2005-07-25,1024.5
2005-07-26,1029.5
2005-07-27,1030.9
2005-07-28,1027.85
2005-07-29,1026.95
2005-08-01,1025
2005-08-02,1020.05
2005-08-03,1015.5
2005-08-04,1012
2005-08-05,1013.95
2005-08-08,1016.45
2005-08-09,1013.5
2005-08-10,1015
2005-08-11,1013.5
2005-08-12,1014.5
2005-08-15,1014.5
2005-08-16,1016.5
2005-08-17,1018.55
2005-08-18,1022.5
2005-08-19,1025.55
2005-08-22,1021.58
2005-08-23,1028.5
2005-08-24,1029.63
2005-08-25,1026.5
2005-08-26,1028.7
2005-08-29,1030.5
2005-08-30,1034.2
2005-08-31,1034.5
2005-09-01,1032.5
2005-09-02,1026.5
2005-09-05,1022.58
2005-09-06,1024.5
2005-09-07,1026.5
2005-09-08,1026
2005-09-09,1025.35
2005-09-12,1025.2
2005-09-13,1026.13
2005-09-14,1025.41
2005-09-15,1024.9
2005-09-16,1030
2005-09-19,1027.8
2005-09-20,1028.9
2005-09-21,1028.2
2005-09-22,1028.48
2005-09-23,1036.98
2005-09-26,1034.5
2005-09-27,1035.5
2005-09-28,1037.6
2005-09-29,1037.5
2005-09-30,1042.4
2005-10-03,1041.2
2005-10-04,1041.6
2005-10-05,1039.5
2005-10-06,1042
2005-10-07,1037.5
2005-10-10,1038.1
2005-10-11,1041.5
2005-10-12,1043.2
2005-10-13,1047.9
2005-10-14,1042.8
2005-10-17,1047.5
2005-10-18,1051.7
2005-10-19,1053.4
2005-10-20,1054.5
2005-10-21,1058.5
2005-10-24,1055.5
2005-10-25,1048.5
2005-10-26,1042.8
2005-10-27,1041.3
2005-10-28,1043.35
2005-10-31,1040.5
2005-11-01,1041.5
2005-11-02,1039.5
2005-11-03,1043.5
2005-11-04,1047.5
2005-11-07,1049.5
2005-11-08,1046
2005-11-09,1046.3
2005-11-10,1045.1
2005-11-11,1041.3
2005-11-14,1037.5
2005-11-15,1035.35
2005-11-16,1036.5
2005-11-17,1033.5
2005-11-18,1036.35
2005-11-21,1038.45
2005-11-22,1043.5
2005-11-23,1035.5
2005-11-24,1037.7
2005-11-25,1041.5
2005-11-28,1038.9
2005-11-29,1036.5
2005-11-30,1033.7
2005-12-01,1035
2005-12-02,1038
2005-12-05,1036.4
2005-12-06,1034.5
2005-12-07,1035.45
2005-12-08,1034.5
2005-12-09,1033.85
2005-12-12,1033.6
2005-12-13,1026
2005-12-14,1016.5
2005-12-15,1012.5
2005-12-16,1016.35
2005-12-19,1015.5
2005-12-20,1016.6
2005-12-21,1018.85
2005-12-22,1016.5
2005-12-23,1013.6
2005-12-26,1011.85
2005-12-27,1012.7
2005-12-28,1012.9
2005-12-29,1009.35
2005-12-30,1010
2006-01-02,1007.95
2006-01-03,1002.85
2006-01-04,998.1
2006-01-05,987.35
2006-01-06,987.9
2006-01-09,977.45
2006-01-10,982.05
2006-01-11,978.35
2006-01-12,974.1
2006-01-13,987.65
2006-01-16,982.45
2006-01-17,989.05
2006-01-18,992.15
2006-01-19,985.05
2006-01-20,986.7
2006-01-23,981.5
2006-01-24,975.6
2006-01-25,968.7
2006-01-26,969
2006-01-27,970.8
2006-01-30,970.8
2006-01-31,964.65
2006-02-01,961.6
2006-02-02,972.3
2006-02-03,970.15
2006-02-06,963.1
2006-02-07,968.25
2006-02-08,971.3
2006-02-09,972.75
2006-02-10,967.8
2006-02-13,976.75
2006-02-14,969.9
2006-02-15,974.1
2006-02-16,974.55
2006-02-17,972.8
2006-02-20,967.75
2006-02-21,968.55
2006-02-22,974.6
2006-02-23,969.1
2006-02-24,966.4
2006-02-27,968.85
2006-02-28,971
2006-03-01,971
2006-03-02,969.2
2006-03-03,971.35
2006-03-06,974.95
2006-03-07,976.75
2006-03-08,982.05
2006-03-09,982.15
2006-03-10,980.1
2006-03-13,980.75
2006-03-14,977
2006-03-15,974.85
2006-03-16,975.1
2006-03-17,971.25
2006-03-20,967.05
2006-03-21,968.3
2006-03-22,973.55
2006-03-23,975.5
2006-03-24,979.5
2006-03-27,975.65
2006-03-28,976.75
2006-03-29,975.15
2006-03-30,976.1
2006-03-31,971.65
2006-04-03,970.8
2006-04-04,963.2
2006-04-05,957.35
2006-04-06,953.5
2006-04-07,953.3
2006-04-10,953.8
2006-04-11,954.8
2006-04-12,960.4
2006-04-13,961.6
2006-04-14,958.35
2006-04-17,955.8
2006-04-18,953.8
2006-04-19,945.55
2006-04-20,948.6
2006-04-21,948.5
2006-04-24,939.7
2006-04-25,945.1
2006-04-26,946.55
2006-04-27,944.9
2006-04-28,943.2
2006-05-01,943.15
2006-05-02,940.15
2006-05-03,934.3
