Date,LUATTRUU Index
2001-11-21,1162.3
2001-11-23,1159.29
2001-11-26,1159.01
2001-11-27,1162.27
2001-11-28,1162.62
2001-11-29,1172.84
2001-11-30,1172.74
2001-12-03,1175.51
2001-12-04,1179.91
2001-12-05,1164.54
2001-12-06,1157.69
2001-12-07,1148.25
2001-12-10,1151.45
2001-12-11,1155.14
2001-12-12,1161.1
2001-12-13,1154.5
2001-12-14,1150.59
2001-12-17,1147.31
2001-12-18,1154.39
2001-12-19,1159.67
2001-12-20,1158.93
2001-12-21,1157.3
2001-12-24,1154.93
2001-12-26,1152.46
2001-12-27,1157.16
2001-12-28,1155.25
2001-12-31,1161.32
2002-01-02,1153.38
2002-01-03,1155.69
2002-01-04,1154.41
2002-01-07,1161.83
2002-01-08,1161.6
2002-01-09,1162.34
2002-01-10,1169.7
2002-01-11,1175.3
2002-01-14,1175.06
2002-01-15,1177.82
2002-01-16,1176.84
2002-01-17,1171.47
2002-01-18,1174.81
2002-01-22,1174.24
2002-01-23,1167.35
2002-01-24,1166.12
2002-01-25,1164.84
2002-01-28,1165.63
2002-01-29,1172.41
2002-01-30,1172.28
2002-01-31,1169.14
2002-02-01,1172.16
2002-02-04,1177.64
2002-02-05,1177.49
2002-02-06,1175.88
2002-02-07,1174.02
2002-02-08,1177.47
2002-02-11,1176.46
2002-02-12,1172
2002-02-13,1170.74
2002-02-14,1173.91
2002-02-15,1178.93
2002-02-19,1178.34
2002-02-20,1178.46
2002-02-21,1179.73
2002-02-22,1182.11
2002-02-25,1181.19
2002-02-26,1176.82
2002-02-27,1182.48
2002-02-28,1179.67
2002-03-01,1173.04
2002-03-04,1172.26
2002-03-05,1172.76
2002-03-06,1170.45
2002-03-07,1159.8
2002-03-08,1154.5
2002-03-11,1154.25
2002-03-12,1154.95
2002-03-13,1157.42
2002-03-14,1149.27
2002-03-15,1152.44
2002-03-18,1155.37
2002-03-19,1154.14
2002-03-20,1149.5
2002-03-21,1151.11
2002-03-22,1149.75
2002-03-25,1150.07
2002-03-26,1154.58
2002-03-27,1155.36
2002-03-28,1151.29
2002-03-29,1151.29
2002-04-01,1151.37
2002-04-02,1157.07
2002-04-03,1161.33
2002-04-04,1161.98
2002-04-05,1166.02
2002-04-08,1164.71
2002-04-09,1166.53
2002-04-10,1165.67
2002-04-11,1167.55
2002-04-12,1170.23
2002-04-15,1172.69
2002-04-16,1170.29
2002-04-17,1167
2002-04-18,1168.29
2002-04-19,1169.45
2002-04-22,1171.12
2002-04-23,1171.67
2002-04-24,1176.7
2002-04-25,1177.49
2002-04-26,1179.6
2002-04-29,1178.33
2002-04-30,1179.93
2002-05-01,1182.11
2002-05-02,1179.18
2002-05-03,1182.74
2002-05-06,1182.65
2002-05-07,1183.31
2002-05-08,1174.43
2002-05-09,1177.02
2002-05-10,1180.74
2002-05-13,1175.6
2002-05-14,1170.3
2002-05-15,1172.34
2002-05-16,1176.09
2002-05-17,1172.02
2002-05-20,1176.15
2002-05-21,1179.07
2002-05-22,1182.42
2002-05-23,1179.83
2002-05-24,1180.58
2002-05-28,1181.1
2002-05-29,1184.74
2002-05-30,1187.64
2002-05-31,1186.54
2002-06-03,1187.52
2002-06-04,1189.37
2002-06-05,1187.12
2002-06-06,1189.61
2002-06-07,1186.85
2002-06-10,1188.79
2002-06-11,1192.47
2002-06-12,1194.84
2002-06-13,1197.39
2002-06-14,1204.3
2002-06-17,1201
2002-06-18,1201.81
2002-06-19,1208.95
2002-06-20,1203
2002-06-21,1207.37
2002-06-24,1203
2002-06-25,1203.16
2002-06-26,1210.68
2002-06-27,1203.66
2002-06-28,1203.29
2002-07-01,1204.32
2002-07-02,1209.4
2002-07-03,1209.49
2002-07-05,1202.5
2002-07-08,1205.92
2002-07-09,1210.9
2002-07-10,1217.63
2002-07-11,1219.15
2002-07-12,1220.55
2002-07-15,1219.37
2002-07-16,1213.16
2002-07-17,1216.48
2002-07-18,1219.77
2002-07-19,1223.03
2002-07-22,1229.33
2002-07-23,1231.29
2002-07-24,1231.38
2002-07-25,1233.19
2002-07-26,1233.39
2002-07-29,1224.45
2002-07-30,1223.61
2002-07-31,1231.8
2002-08-01,1234.99
2002-08-02,1244.05
2002-08-05,1246.68
2002-08-06,1239.04
2002-08-07,1244.43
2002-08-08,1239.9
2002-08-09,1247.51
2002-08-12,1250.65
2002-08-13,1256.55
2002-08-14,1259.07
2002-08-15,1252.65
2002-08-16,1244.28
2002-08-19,1246.09
2002-08-20,1254.17
2002-08-21,1252.68
2002-08-22,1246.74
2002-08-23,1251.87
2002-08-26,1253.5
2002-08-27,1248.17
2002-08-28,1252.45
2002-08-29,1256.66
2002-08-30,1258.43
2002-09-03,1269.93
2002-09-04,1271.33
2002-09-05,1274.72
2002-09-06,1265.16
2002-09-09,1264.85
2002-09-10,1267.89
2002-09-11,1263.26
2002-09-12,1269.47
2002-09-13,1274.24
2002-09-16,1276.43
2002-09-17,1277.2
2002-09-18,1277.37
2002-09-19,1281.94
2002-09-20,1280.97
2002-09-23,1287.19
2002-09-24,1289.54
2002-09-25,1281.73
2002-09-26,1281.48
2002-09-27,1286.59
2002-09-30,1292.36
2002-10-01,1286.22
2002-10-02,1286.99
2002-10-03,1287.18
2002-10-04,1287.29
2002-10-07,1290.27
2002-10-08,1289.26
2002-10-09,1294.07
2002-10-10,1290.08
2002-10-11,1281.53
2002-10-15,1268.35
2002-10-16,1266.42
2002-10-17,1260.59
2002-10-18,1260.3
2002-10-21,1255.93
2002-10-22,1254.49
2002-10-23,1254.81
2002-10-24,1260.52
2002-10-25,1264.55
2002-10-28,1266.17
2002-10-29,1275.85
2002-10-30,1274.72
2002-10-31,1278.06
2002-11-01,1274.94
2002-11-04,1271.19
2002-11-05,1269.52
2002-11-06,1272.13
2002-11-07,1282.11
2002-11-08,1286.01
2002-11-12,1286.7
2002-11-13,1288.06
2002-11-14,1276.8
2002-11-15,1275.39
2002-11-18,1277.91
2002-11-19,1280.5
2002-11-20,1273.98
2002-11-21,1269.12
2002-11-22,1266.94
2002-11-25,1267.24
2002-11-26,1273.92
2002-11-27,1262.17
2002-11-29,1265.4
2002-12-02,1265.4
2002-12-03,1264.96
2002-12-04,1269.03
2002-12-05,1272.92
2002-12-06,1274.57
2002-12-09,1278.21
2002-12-10,1279.25
2002-12-11,1283.46
2002-12-12,1283.34
2002-12-13,1279
2002-12-16,1274.56
2002-12-17,1275.87
2002-12-18,1280.44
2002-12-19,1286.93
2002-12-20,1287.21
2002-12-23,1286.44
2002-12-24,1290.24
2002-12-26,1291.57
2002-12-27,1298.2
2002-12-30,1300.42
2002-12-31,1298.28
2003-01-02,1283.93
2003-01-03,1283.97
2003-01-06,1282.5
2003-01-07,1285.1
2003-01-08,1288.7
2003-01-09,1277.14
2003-01-10,1277.5
2003-01-13,1280.01
2003-01-14,1282.85
2003-01-15,1284.46
2003-01-16,1284.9
2003-01-17,1288.47
2003-01-21,1291.03
2003-01-22,1295.05
2003-01-23,1292.69
2003-01-24,1296.58
2003-01-27,1293.75
2003-01-28,1293.13
2003-01-29,1289.36
2003-01-30,1292.59
2003-01-31,1294.33
2003-02-03,1294.06
2003-02-04,1297.99
2003-02-05,1292.64
2003-02-06,1297.26
2003-02-07,1299.28
2003-02-10,1295.59
2003-02-11,1296.6
2003-02-12,1299.33
2003-02-13,1303.77
2003-02-14,1298.02
2003-02-18,1299.14
2003-02-19,1303.63
2003-02-20,1305.89
2003-02-21,1302.34
2003-02-24,1305.76
2003-02-25,1308.39
2003-02-26,1311.2
2003-02-27,1312.42
2003-02-28,1316.6
2003-03-03,1317.8
2003-03-04,1319.46
2003-03-05,1321.6
2003-03-06,1319.63
2003-03-07,1322.06
2003-03-10,1325.6
2003-03-11,1324.47
2003-03-12,1324.56
2003-03-13,1313.87
2003-03-14,1315.79
2003-03-17,1308.99
2003-03-18,1303.66
2003-03-19,1299.84
2003-03-20,1296.96
2003-03-21,1290.86
2003-03-24,1299.29
2003-03-25,1299.72
2003-03-26,1301.06
2003-03-27,1302.57
2003-03-28,1305.04
2003-03-31,1311.12
2003-04-01,1311.14
2003-04-02,1304.26
2003-04-03,1305.11
2003-04-04,1303.58
2003-04-07,1299.89
2003-04-08,1305.78
2003-04-09,1307.76
2003-04-10,1305.61
2003-04-11,1303.11
2003-04-14,1300.78
2003-04-15,1304.14
2003-04-16,1306.2
2003-04-17,1305.74
2003-04-21,1305
2003-04-22,1305.09
2003-04-23,1305.26
2003-04-24,1311.77
2003-04-25,1313.28
2003-04-28,1313.13
2003-04-29,1311.23
2003-04-30,1317.22
2003-05-01,1317.65
2003-05-02,1313.82
2003-05-05,1316.2
2003-05-06,1321.79
2003-05-07,1328.34
2003-05-08,1330.26
2003-05-09,1329.99
2003-05-12,1333.36
2003-05-13,1334.47
2003-05-14,1341.54
2003-05-15,1341.33
2003-05-16,1346.55
2003-05-19,1347.05
2003-05-20,1353.92
2003-05-21,1352.77
2003-05-22,1356.75
2003-05-23,1357.24
2003-05-27,1352.38
2003-05-28,1350.24
2003-05-29,1356.08
2003-05-30,1355.21
2003-06-02,1350.36
2003-06-03,1357.4
2003-06-04,1360.3
2003-06-05,1356.57
2003-06-06,1356.05
2003-06-09,1361.61
2003-06-10,1368.87
2003-06-11,1368.8
2003-06-12,1371.18
2003-06-13,1375.93
2003-06-16,1370.71
2003-06-17,1363.64
2003-06-18,1357.11
2003-06-19,1358.09
2003-06-20,1354.46
2003-06-23,1360.48
2003-06-24,1364.45
2003-06-25,1355.91
2003-06-26,1344.9
2003-06-27,1342.89
2003-06-30,1346.91
2003-07-01,1345.55
2003-07-02,1347.02
2003-07-03,1339.95
2003-07-07,1336.66
2003-07-08,1334.98
2003-07-09,1336.56
2003-07-10,1338.47
2003-07-11,1341.21
2003-07-14,1335.47
2003-07-15,1322.99
2003-07-16,1321.77
2003-07-17,1321.52
2003-07-18,1320.43
2003-07-21,1307.75
2003-07-22,1310.09
2003-07-23,1312.73
2003-07-24,1309.27
2003-07-25,1308.23
2003-07-28,1301.31
2003-07-29,1294.48
2003-07-30,1299.29
2003-07-31,1287.75
2003-08-01,1288.52
2003-08-04,1295.07
2003-08-05,1286.71
2003-08-06,1297.51
2003-08-07,1300.34
2003-08-08,1300.39
2003-08-11,1296.18
2003-08-12,1297.92
2003-08-13,1285
2003-08-14,1284.46
2003-08-15,1287.14
2003-08-18,1290.16
2003-08-19,1297.51
2003-08-20,1293.84
2003-08-21,1289.05
2003-08-22,1292.71
2003-08-25,1288.92
2003-08-26,1292.02
2003-08-27,1288.54
2003-08-28,1296.21
2003-08-29,1295.39
2003-09-02,1285.43
2003-09-03,1285.92
2003-09-04,1291.46
2003-09-05,1303.15
2003-09-08,1301.71
2003-09-09,1303.19
2003-09-10,1310.09
2003-09-11,1305.72
2003-09-12,1309.89
2003-09-15,1311.94
2003-09-16,1309.09
2003-09-17,1315.55
2003-09-18,1315.22
2003-09-19,1316.49
2003-09-22,1312.23
2003-09-23,1314.79
2003-09-24,1320.16
2003-09-25,1322.28
2003-09-26,1327.48
2003-09-29,1324.35
2003-09-30,1334.45
2003-10-01,1334.81
2003-10-02,1330.29
2003-10-03,1316.79
2003-10-06,1321.07
2003-10-07,1314.74
2003-10-08,1314.91
2003-10-09,1311.1
2003-10-10,1314.55
2003-10-14,1308.67
2003-10-15,1305.14
2003-10-16,1300.36
2003-10-17,1305.07
2003-10-20,1306.72
2003-10-21,1307.3
2003-10-22,1313.7
2003-10-23,1311.31
2003-10-24,1318.49
2003-10-27,1315.43
2003-10-28,1320.91
2003-10-29,1315.36
2003-10-30,1311.04
2003-10-31,1314.09
2003-11-03,1310.42
2003-11-04,1314.39
2003-11-05,1310.52
2003-11-06,1306.09
2003-11-07,1303.89
2003-11-10,1303.21
2003-11-12,1307.16
2003-11-13,1317.04
2003-11-14,1321.52
2003-11-17,1324.81
2003-11-18,1325.94
2003-11-19,1321.21
2003-11-20,1326.26
2003-11-21,1326.99
2003-11-24,1321.79
2003-11-25,1324.57
2003-11-26,1320.8
2003-11-28,1315.73
2003-12-01,1311.72
2003-12-02,1312.99
2003-12-03,1310.59
2003-12-04,1313.81
2003-12-05,1325.22
2003-12-08,1321.02
2003-12-09,1316.14
2003-12-10,1319.11
2003-12-11,1324.89
2003-12-12,1324.8
2003-12-15,1323.4
2003-12-16,1326.37
2003-12-17,1329.48
2003-12-18,1332.84
2003-12-19,1333.25
2003-12-22,1331.81
2003-12-23,1325.07
2003-12-24,1330.44
2003-12-26,1334.08
2003-12-29,1329.29
2003-12-30,1326.42
2003-12-31,1327.38
2004-01-02,1319.84
2004-01-05,1319.72
2004-01-06,1326.96
2004-01-07,1329.06
2004-01-08,1329.08
2004-01-09,1340.54
2004-01-12,1341.22
2004-01-13,1344.87
2004-01-14,1347.55
2004-01-15,1348.06
2004-01-16,1346.01
2004-01-20,1343.62
2004-01-21,1345.01
2004-01-22,1349.7
2004-01-23,1342.91
2004-01-26,1338.73
2004-01-27,1342.66
2004-01-28,1334.1
2004-01-29,1334.68
2004-01-30,1338.69
2004-02-02,1337.96
2004-02-03,1341.64
2004-02-04,1340.82
2004-02-05,1337.18
2004-02-06,1343.37
2004-02-09,1345.31
2004-02-10,1342.57
2004-02-11,1348.73
2004-02-12,1346.11
2004-02-13,1348.64
2004-02-17,1349.02
2004-02-18,1349.17
2004-02-19,1349.54
2004-02-20,1345.86
2004-02-23,1349.76
2004-02-24,1351.3
2004-02-25,1352.38
2004-02-26,1350.49
2004-02-27,1355.28
2004-03-01,1354.85
2004-03-02,1350.92
2004-03-03,1349.96
2004-03-04,1352.23
2004-03-05,1365.93
2004-03-08,1370.03
2004-03-09,1373.8
2004-03-10,1372.76
2004-03-11,1372.4
2004-03-12,1371.36
2004-03-15,1371.04
2004-03-16,1376.95
2004-03-17,1377.13
2004-03-18,1372.93
2004-03-19,1370.36
2004-03-22,1375.26
2004-03-23,1375.91
2004-03-24,1376.37
2004-03-25,1374.69
2004-03-26,1367.32
2004-03-29,1364.36
2004-03-30,1363.55
2004-03-31,1368
2004-04-01,1364.02
2004-04-02,1347.38
2004-04-05,1342.44
2004-04-06,1345.5
2004-04-07,1345.7
2004-04-08,1343.72
2004-04-12,1342.4
2004-04-13,1335.08
2004-04-14,1331.65
2004-04-15,1330.32
2004-04-16,1333.82
2004-04-19,1332.39
2004-04-20,1329.64
2004-04-21,1328.24
2004-04-22,1332.04
2004-04-23,1325.86
2004-04-26,1327.62
2004-04-27,1329.99
2004-04-28,1325.46
2004-04-29,1321.28
2004-04-30,1324
2004-05-03,1324.39
2004-05-04,1322.3
2004-05-05,1320.73
2004-05-06,1318.38
2004-05-07,1306.87
2004-05-10,1307.04
2004-05-11,1308.17
2004-05-12,1307.03
2004-05-13,1303.57
2004-05-14,1308.22
2004-05-17,1314.52
2004-05-18,1312.32
2004-05-19,1308.41
2004-05-20,1313.51
2004-05-21,1310.8
2004-05-24,1312.76
2004-05-25,1313.88
2004-05-26,1317.9
2004-05-27,1323.32
2004-05-28,1319.45
2004-05-31,1319.45
2004-06-01,1316.28
2004-06-02,1314.16
2004-06-03,1315.28
2004-06-04,1310.76
2004-06-07,1312.39
2004-06-08,1312.15
2004-06-09,1309.22
2004-06-10,1310.16
2004-06-14,1304.76
2004-06-15,1317.4
2004-06-16,1314.36
2004-06-17,1317.4
2004-06-18,1316.3
2004-06-21,1317.88
2004-06-22,1317.22
2004-06-23,1318.09
2004-06-24,1321.97
2004-06-25,1322.1
2004-06-28,1315.83
2004-06-29,1318.87
2004-06-30,1324.75
2004-07-01,1328.61
2004-07-02,1335.64
2004-07-06,1335.13
2004-07-07,1335.49
2004-07-08,1336.09
2004-07-09,1336.5
2004-07-12,1338.13
2004-07-13,1335.75
2004-07-14,1335.64
2004-07-15,1335.18
2004-07-16,1343.54
2004-07-19,1343.66
2004-07-20,1337.33
2004-07-21,1334.88
2004-07-22,1336.4
2004-07-23,1338.16
2004-07-26,1335.9
2004-07-27,1328.26
2004-07-28,1329.37
2004-07-29,1330.67
2004-07-30,1337.36
2004-08-02,1339.04
2004-08-03,1340.96
2004-08-04,1340.84
2004-08-05,1342.55
2004-08-06,1355.64
2004-08-09,1354.28
2004-08-10,1351.09
2004-08-11,1352.07
2004-08-12,1353.7
2004-08-13,1357.02
2004-08-16,1354.64
2004-08-17,1358.2
2004-08-18,1357.07
2004-08-19,1358.33
2004-08-20,1356.91
2004-08-23,1354.08
2004-08-24,1354.27
2004-08-25,1355.35
2004-08-26,1357.72
2004-08-27,1357.79
2004-08-30,1360.65
2004-08-31,1365.02
2004-09-01,1365.72
2004-09-02,1361.62
2004-09-03,1354.23
2004-09-07,1357.85
2004-09-08,1363.85
2004-09-09,1361.81
2004-09-10,1363.14
2004-09-13,1365.13
2004-09-14,1366.85
2004-09-15,1364.39
2004-09-16,1371.46
2004-09-17,1367.31
2004-09-20,1372.59
2004-09-21,1373.49
2004-09-22,1376.99
2004-09-23,1373.84
2004-09-24,1373.39
2004-09-27,1376.12
2004-09-28,1375.38
2004-09-29,1370.04
2004-09-30,1368.53
2004-10-01,1364.42
2004-10-04,1365.55
2004-10-05,1365.87
2004-10-06,1362.37
2004-10-07,1360.91
2004-10-08,1368.78
2004-10-12,1371.47
2004-10-13,1373.5
2004-10-14,1377.75
2004-10-15,1374.89
2004-10-18,1375.55
2004-10-19,1376.34
2004-10-20,1379.81
2004-10-21,1379.63
2004-10-22,1380.65
2004-10-25,1382.09
2004-10-26,1381.25
2004-10-27,1374.61
2004-10-28,1375.51
2004-10-29,1379.38
2004-11-01,1375.3
2004-11-02,1376.38
2004-11-03,1377.32
2004-11-04,1377.29
2004-11-05,1368.22
2004-11-08,1366.78
2004-11-09,1366.77
2004-11-10,1364.14
2004-11-12,1368.05
2004-11-15,1368.81
2004-11-16,1368.03
2004-11-17,1372.69
2004-11-18,1374.27
2004-11-19,1368.7
2004-11-22,1371.32
2004-11-23,1370.62
2004-11-24,1369.59
2004-11-26,1367.11
2004-11-29,1361.56
2004-11-30,1360.85
2004-12-01,1360.05
2004-12-02,1358.52
2004-12-03,1367.21
2004-12-06,1369.66
2004-12-07,1370.2
2004-12-08,1377.23
2004-12-09,1375.13
2004-12-10,1375.54
2004-12-13,1376.29
2004-12-14,1377.87
2004-12-15,1381.76
2004-12-16,1374.65
2004-12-17,1373.2
2004-12-20,1373.72
2004-12-21,1375.89
2004-12-22,1374.35
2004-12-23,1373.52
2004-12-27,1369.16
2004-12-28,1369.22
2004-12-29,1367.26
2004-12-30,1371
2004-12-31,1374.34
2005-01-03,1374.36
2005-01-04,1369.46
2005-01-05,1370.36
2005-01-06,1371.13
2005-01-07,1370.37
2005-01-10,1371.25
2005-01-11,1373.77
2005-01-12,1374.66
2005-01-13,1378.36
2005-01-14,1376.36
2005-01-18,1378.56
2005-01-19,1379.18
2005-01-20,1381.12
2005-01-21,1383.04
2005-01-24,1384.5
2005-01-25,1380.34
2005-01-26,1379.84
2005-01-27,1379.18
2005-01-28,1383.65
2005-01-31,1384.37
2005-02-01,1384.25
2005-02-02,1384.1
2005-02-03,1383.06
2005-02-04,1389.61
2005-02-07,1391.83
2005-02-08,1392.89
2005-02-09,1397.38
2005-02-10,1391.12
2005-02-11,1389.07
2005-02-14,1390.93
2005-02-15,1389.25
2005-02-16,1385.42
2005-02-17,1383.94
2005-02-18,1378.83
2005-02-22,1377.7
2005-02-23,1378.57
2005-02-24,1377.51
2005-02-25,1378.1
2005-02-28,1373.07
2005-03-01,1372.43
2005-03-02,1372.2
2005-03-03,1371.87
2005-03-04,1376.78
2005-03-07,1378
2005-03-08,1373.48
2005-03-09,1365.02
2005-03-10,1367.99
2005-03-11,1363.22
2005-03-14,1364.66
2005-03-15,1363.38
2005-03-16,1365.16
2005-03-17,1368.07
2005-03-18,1365.62
2005-03-21,1365.16
2005-03-22,1359.66
2005-03-23,1359.7
2005-03-24,1360.54
2005-03-28,1358.95
2005-03-29,1361.21
2005-03-30,1363.71
2005-03-31,1368.6
2005-04-01,1371.59
2005-04-04,1372.04
2005-04-05,1371.13
2005-04-06,1373.1
2005-04-07,1370.7
2005-04-08,1369.9
2005-04-11,1372.95
2005-04-12,1378.59
2005-04-13,1378.22
2005-04-14,1379.36
2005-04-15,1385.55
2005-04-18,1387.79
2005-04-19,1391.33
2005-04-20,1390.53
2005-04-21,1384.64
2005-04-22,1387.74
2005-04-25,1388.64
2005-04-26,1387.92
2005-04-27,1389.88
2005-04-28,1394.4
2005-04-29,1392.66
2005-05-02,1393.35
2005-05-03,1392.6
2005-05-04,1393.23
2005-05-05,1395.55
2005-05-06,1388.25
2005-05-09,1388.03
2005-05-10,1392.17
2005-05-11,1393.67
2005-05-12,1395.34
2005-05-13,1398.76
2005-05-16,1399.08
2005-05-17,1399.87
2005-05-18,1403.11
2005-05-19,1400.38
2005-05-20,1399.44
2005-05-23,1403.88
2005-05-24,1406.33
2005-05-25,1404.14
2005-05-26,1403.4
2005-05-27,1403.56
2005-05-31,1409.67
2005-06-01,1416.81
2005-06-02,1418.2
2005-06-03,1412.63
2005-06-06,1414.39
2005-06-07,1418.12
2005-06-08,1415.76
2005-06-09,1413.94
2005-06-10,1408.22
2005-06-13,1406.02
2005-06-14,1403.32
2005-06-15,1403.73
2005-06-16,1406.89
2005-06-17,1406.63
2005-06-20,1405.52
2005-06-21,1409.35
2005-06-22,1416.85
2005-06-23,1416.07
2005-06-24,1419.32
2005-06-27,1421.23
2005-06-28,1416.67
2005-06-29,1415.23
2005-06-30,1418.31
2005-07-01,1411.51
2005-07-05,1407.38
2005-07-06,1409.9
2005-07-07,1412.43
2005-07-08,1407.66
2005-07-11,1408.82
2005-07-12,1406.11
2005-07-13,1404.93
2005-07-14,1403.86
2005-07-15,1404.45
2005-07-18,1401.55
2005-07-19,1403.65
2005-07-20,1405.61
2005-07-21,1398.36
2005-07-22,1402.06
2005-07-25,1400.82
2005-07-26,1401.23
2005-07-27,1399.71
2005-07-28,1404.35
2005-07-29,1399.08
2005-08-01,1396.93
2005-08-02,1395.69
2005-08-03,1398.47
2005-08-04,1397.19
2005-08-05,1392.19
2005-08-08,1390.86
2005-08-09,1392.62
2005-08-10,1392.89
2005-08-11,1397.03
2005-08-12,1402.79
2005-08-15,1400.9
2005-08-16,1404.39
2005-08-17,1401.35
2005-08-18,1405.67
2005-08-19,1405.82
2005-08-22,1406.28
2005-08-23,1407.68
2005-08-24,1408.6
2005-08-25,1410.33
2005-08-26,1407.91
2005-08-29,1409.45
2005-08-30,1415.65
2005-08-31,1421.3
2005-09-01,1422.67
2005-09-02,1421.81
2005-09-06,1418.63
2005-09-07,1414.39
2005-09-08,1414.18
2005-09-09,1415.35
2005-09-12,1412.71
2005-09-13,1415.23
2005-09-14,1413.21
2005-09-15,1410.07
2005-09-16,1406.54
2005-09-19,1408.25
2005-09-20,1408.14
2005-09-21,1411.87
2005-09-22,1412.98
2005-09-23,1408.09
2005-09-26,1405.46
2005-09-27,1404.74
2005-09-28,1407.4
2005-09-29,1405.33
2005-09-30,1402.44
2005-10-03,1399.08
2005-10-04,1399.95
2005-10-05,1401.24
2005-10-06,1401.28
2005-10-07,1401.89
2005-10-11,1401.05
2005-10-12,1397.18
2005-10-13,1394.98
2005-10-14,1394.13
2005-10-17,1394.32
2005-10-18,1395.13
2005-10-19,1396.25
2005-10-20,1396.52
2005-10-21,1401.31
2005-10-24,1398.07
2005-10-25,1394.01
2005-10-26,1388.62
2005-10-27,1390.87
2005-10-28,1390.37
2005-10-31,1391.47
2005-11-01,1390.36
2005-11-02,1388.34
2005-11-03,1385.28
2005-11-04,1384.52
2005-11-07,1386.11
2005-11-08,1390.95
2005-11-09,1386.6
2005-11-10,1392
2005-11-14,1388.7
2005-11-15,1392.13
2005-11-16,1397.17
2005-11-17,1399.56
2005-11-18,1396.69
2005-11-21,1399.63
2005-11-22,1402.06
2005-11-23,1398.61
2005-11-25,1402.07
2005-11-28,1404.43
2005-11-29,1399.24
2005-11-30,1398.22
2005-12-01,1396.69
2005-12-02,1397.17
2005-12-05,1394.86
2005-12-06,1400.16
2005-12-07,1398.77
2005-12-08,1403.01
2005-12-09,1398.1
2005-12-12,1397.82
2005-12-13,1398.9
2005-12-14,1404.92
2005-12-15,1404.05
2005-12-16,1405.73
2005-12-19,1406.37
2005-12-20,1404.94
2005-12-21,1403.67
2005-12-22,1407.76
2005-12-23,1411.92
2005-12-27,1415.43
2005-12-28,1413.25
2005-12-29,1413.59
2005-12-30,1412.71
2006-01-03,1414.94
2006-01-04,1416.12
2006-01-05,1416.09
2006-01-06,1414.31
2006-01-09,1414.92
2006-01-10,1411.68
2006-01-11,1409.47
2006-01-12,1413.3
2006-01-13,1418.07
2006-01-17,1419.73
2006-01-18,1419.23
2006-01-19,1416.88
2006-01-20,1418.11
2006-01-23,1419.02
2006-01-24,1416.97
2006-01-25,1410.83
2006-01-26,1407.84
2006-01-27,1409.06
2006-01-30,1407.74
2006-01-31,1408.5
2006-02-01,1406.05
2006-02-02,1406.47
2006-02-03,1408.93
2006-02-06,1409.15
2006-02-07,1407.72
2006-02-08,1405.81
2006-02-09,1407.06
2006-02-10,1404.7
2006-02-13,1405.28
2006-02-14,1403.56
2006-02-15,1404.34
2006-02-16,1405.14
2006-02-17,1409.11
2006-02-21,1408.14
2006-02-22,1410.53
2006-02-23,1408.01
2006-02-24,1408.04
2006-02-27,1406.88
2006-02-28,1410.55
2006-03-01,1407.84
2006-03-02,1404.68
2006-03-03,1401.65
2006-03-06,1398.54
2006-03-07,1398.78
2006-03-08,1398.97
2006-03-09,1399.55
2006-03-10,1398.24
2006-03-13,1397.52
2006-03-14,1403.28
2006-03-15,1401.37
2006-03-16,1407.38
2006-03-17,1405.8
2006-03-20,1407.48
2006-03-21,1403.05
2006-03-22,1403.84
2006-03-23,1401.79
2006-03-24,1406.51
2006-03-27,1405.06
2006-03-28,1399.88
2006-03-29,1397.82
2006-03-30,1394.92
2006-03-31,1395.33
2006-04-03,1394.55
2006-04-04,1395.15
2006-04-05,1397.34
2006-04-06,1394.08
2006-04-07,1389.66
2006-04-10,1390.28
2006-04-11,1392.45
2006-04-12,1389.67
2006-04-13,1386.16
2006-04-17,1389.03
2006-04-18,1391.85
2006-04-19,1388.81
2006-04-20,1388.42
2006-04-21,1389.96
2006-04-24,1392.48
2006-04-25,1387.29
2006-04-26,1385.09
2006-04-27,1387.39
2006-04-28,1389.58
2006-05-01,1385.42
2006-05-02,1386.85
2006-05-03,1384.69
2006-05-04,1384.39
2006-05-05,1387.35
2006-05-08,1387.32
2006-05-09,1387.18
2006-05-10,1387.19
2006-05-11,1385.75
2006-05-12,1382.68
2006-05-15,1385.47
2006-05-16,1388.89
2006-05-17,1386.1
2006-05-18,1391.55
2006-05-19,1392.91
2006-05-22,1394.33
2006-05-23,1392.73
2006-05-24,1394.78
2006-05-25,1392.5
2006-05-26,1393.89
2006-05-30,1392.47
2006-05-31,1390.04
2006-06-01,1390.7
2006-06-02,1399.22
2006-06-05,1397.63
2006-06-06,1398.82
2006-06-07,1397.56
2006-06-08,1399.9
2006-06-09,1400.81
2006-06-12,1401.05
2006-06-13,1402.93
2006-06-14,1396.92
2006-06-15,1393.94
2006-06-16,1392.02
2006-06-19,1391.38
2006-06-20,1390.8
2006-06-21,1390.92
2006-06-22,1388.4
2006-06-23,1386.61
2006-06-26,1386.54
2006-06-27,1388.61
2006-06-28,1386.27
2006-06-29,1389.7
2006-06-30,1394.47
2006-07-03,1394.22
2006-07-05,1389.58
2006-07-06,1392.39
2006-07-07,1396.11
2006-07-10,1396.87
2006-07-11,1398.88
2006-07-12,1399.09
2006-07-13,1401.28
2006-07-14,1402.34
2006-07-17,1402.45
2006-07-18,1398.24
2006-07-19,1403.56
2006-07-20,1406.13
